,idx,year,pmid,journal_name,title,abstract,accepted_label,multi_label,binary_label,doi,labels_gs
1246,713,2192,21921084,American journal of Alzheimer's disease and other dementias,Brain glutamate levels are decreased in Alzheimer's disease: a magnetic resonance spectroscopy study.,"Glutamate (Glu) is the most abundant excitatory neurotransmitter in the central nervous system (CNS) and is involved in the pathophysiology of Alzheimer's disease (AD) in which there is an increased excitotoxicity. Biochemical composition of living tissues including the levels of Glu was analyzed by magnetic resonance spectroscopy (MRS). Previous reports point to decreased levels of Glu in AD. As Glu plays an important role in memory, we hypothesize that Glu levels are decreased in patients with AD when compared with controls. A consecutive sample of 30 patients with mild-to-moderate AD underwent H-MRS with the voxel placed in the bilateral posterior cingulate gyrus. For comparison purposes, we carried out the same technique in 68 patients with mild cognitive impairment (MCI) and in 26 controls. The healthy controls had higher metabolite levels of N-acetyl-aspartate (NAA) than patients with MCI and AD. In turn, patients with MCI and the controls had higher levels of Glu than in patients with AD. The differences were significant in the analysis of variance (ANOVA) test model corrected for age. In the post hoc analysis, the most remarkable differences were seen between patients with AD and the rest (patients with MCI and the controls). In AD, the levels of Glu and NAA are decreased in comparison with MCI and normality, which reflects loss of neurons.",Remaining,0,0,doi_dummy,human
1247,714,7049,7049116,Archives of pathology & laboratory medicine,Gaucher's disease: a disease with chronic stimulation of the immune system.,"Concentrations of IgA, IgG, and IgM were measured in 25 patients with Gaucher's disease. The mean of each was significantly higher than that generally observed in healthy adults. A direct correlation was noted between IgA and IgG concentrations and age. Patients who underwent splenectomy had IgM concentrations significantly lower than those of persons who did not. In two of 25 patients, multiple myeloma of the nonsecretory type developed. The migration inhibition factor (MIF) test performed with the lymphocytes of our patients was positive to glucocerebroside in four of 17 patients, to glucocerebrosidase in four of 19 patients, and to the extracts of the spleen of a patient with Gaucher's disease in three of eight patients. The results of al MIF tests were negative in six control subjects with splenomegaly of other causes. Our results suggest that in Gaucher's disease there is chronic stimulation of the humoral immune system. The first expression of this stimulation is the production of polyclonal immunoglobulins and, in due time, the development of monoclonal immunoglobulin as well as multiple myeloma.",Remaining,0,0,doi_dummy,human
1248,715,2619,26190166,Suicide & life-threatening behavior,Sexual Self-Concept Ambiguity and the Interpersonal Theory of Suicide Risk.,"Mechanisms (i.e., thwarted belongingness, perceived burdensomeness, hopelessness) derived from the interpersonal theory of suicide which are hypothesized to account for the relation between sexual orientation self-concept ambiguity and active suicide ideation were examined. Participants included 349 women, among whom 42% currently self-ascribed a non-exclusively heterosexual sexual identity. Among women reporting higher levels of sexual self-concept ambiguity, greater risk for active suicide ideation is found when perceptions of burden and feelings of thwarted belonging co-occur with feelings of hopelessness. Results support relevant theory useful for understanding suicide risk among sexual minority women who acknowledge ambiguity with regard to their sexual orientation.",Remaining,0,0,doi_dummy,human
1250,717,2610,26106544,NeuroImage. Clinical,Brain activation during self- and other-reflection in bipolar disorder with a history of psychosis: Comparison to schizophrenia.,"Reflecting on the self and on others activates specific brain areas and contributes to metacognition and social cognition. The aim of the current study is to investigate brain activation during self- and other-reflection in patients with bipolar disorder (BD). In addition, we examined whether potential abnormal brain activation in BD patients could distinguish BD from patients with schizophrenia (SZ).	During functional magnetic resonance imaging (fMRI), 17 BD patients, 17 SZ patients and 21 healthy controls (HCs) performed a self-reflection task. The task consisted of sentences divided into three conditions: self-reflection, other-reflection and semantic control.	BD patients showed less activation in the posterior cingulate cortex (PCC) extending to the precuneus during other-reflection compared to HCs (p = 0.028 FWE corrected on cluster-level within the regions of interest). In SZ patients, the level of activation in this area was in between BD patients and HCs, with no significant differences between patients with SZ and BD. There were no group differences in brain activation during self-reflection. Moreover, there was a positive correlation between the PCC/precuneus activation during other-reflection and cognitive insight in SZ patients, but not in BD patients.	BD patients showed less activation in the PCC/precuneus during other-reflection. This may support an account of impaired integration of emotion and memory (evaluation of past and current other-related information) in BD patients. Correlation differences of the PCC/precuneus activation with the cognitive insight in patients with BD and SZ might reflect an important difference between these disorders, which may help to further explore potentially distinguishing markers.",Remaining,0,0,doi_dummy,human
1251,718,2097,20979638,Journal of neuroengineering and rehabilitation,Oromotor variability in children with mild spastic cerebral palsy: a kinematic study of speech motor control.,"Treating motor speech dysfunction in children with CP requires an understanding of the mechanism underlying speech motor control. However, there is a lack of literature in quantitative measures of motor control, which may potentially characterize the nature of the speech impairments in these children. This study investigated speech motor control in children with cerebral palsy (CP) using kinematic analysis.	We collected 10 children with mild spastic CP, aged 4.8 to 7.5 years, and 10 age-matched children with typical development (TD) from rehabilitation department at a tertiary hospital. All children underwent analysis of percentage of consonants correct (PCC) and kinematic analysis of speech tasks: poly-syllable (PS) and mono-syllable (MS) tasks using the Vicon Motion 370 system integrated with a digital camcorder. Kinematic parameters included spatiotemporal indexes (STIs), and average values and coefficients of variation (CVs) of utterance duration, peak oral opening displacement and velocity. An ANOVA was conducted to determine whether PCC and kinematic data significantly differed between groups.	CP group had relatively lower PCCs (80.0-99.0%) than TD group (p = 0.039). CP group had higher STIs in PS speech tasks, but not in MS tasks, than TD group did (p = 0.001). The CVs of utterance duration for MS and PS tasks of children with CP were at least three times as large as those of TD children (p < 0.01). However, average values of utterance duration, peak oral opening displacement and velocity and CVs of other kinematic data for both tasks did not significantly differ between two groups.	High STI values and high variability on utterance durations in children with CP reflect deficits in relative spatial and/or especially temporal control for speech in the CP participants compared to the TD participants. Children with mild spastic CP may have more difficulty in processing increased articulatory demands and resulted in greater oromotor variability than normal children. The kinematic data such as STIs can be used as indices for detection of speech motor control impairments in children with mild CP and assessment of the effectiveness in the treatment.",Remaining,0,0,doi_dummy,human
1266,733,9659,9659849,The American journal of psychiatry,Use of health services by hospitalized medically ill depressed elderly patients.,"The authors examined whether depression is associated with greater use of health services by elderly medical patients before and during hospitalization.	Depression and recent use of health services were assessed in 542 patients aged 60 or over who were consecutively admitted to university medical services. Depression was measured by using the Center for Epidemiologic Studies Depression Scale, the Hamilton Depression Rating Scale, and the depressive disorders section of the National Institute of Mental Health Diagnostic Interview Schedule, which was administered by a psychiatrist.	After age, sex, race, education, and severity of medical illness were controlled for, Hamilton depression score significantly predicted hospital days in the past year, hospital days and total inpatient days (hospital plus nursing home) in the past 3 months, and number of outpatient medical visits in the past 3 months. Depressed patients had more hospital days in the past year and had more hospital days, total inpatient days, and outpatient medical visits in the past 3 months than did nondepressed patients. Associations between depression and length of index hospital stay, home health visits, nursing home days, and number of prescription medications disappeared when severity of medical illness was controlled. Mental health visits were no more common among depressed than nondepressed patients.	Depressed elderly medical inpatients used more hospital and outpatient medical services than nondepressed patients, but they did not receive more mental health services. Efforts by primary care physicians and third-party payers to identify and treat depression in this population are needed.",Remaining,0,0,doi_dummy,human
1272,739,2731,27314365,International journal of environmental research and public health,Association between Cognitive Status and Physical Activity: Study Profile on Baseline Survey of the My Mind Project.,"The incidence of people with dementia is expected to increase significantly in the coming years, but it seems that there is a relationship between an active lifestyle and cognitive decline. The present study aimed to compare the characteristics and engagement in the physical activity (PA) of three groups of Italian elderly with different cognitive statuses at baseline phase.	Data were examined using the results from the 'My Mind Project' on 305 community-dwelling Italians. The sample was comprised of 93 subjects with Alzheimer's disease (AD), 109 with mild cognitive impairment (MCI) and 103 healthy elderly (HE).	Classification of subjects on the basis of Physical Activity Scale for the Elderly (PASE) score showed that 47% of HE performed the highest level of physical activity while 40% of AD performed the lowest level. MCI subjects were distributed quite homogeneously across the levels (p < 0.001). Physical activity such as walking and light sports was carried out mainly and more frequently by HE as compared to the others (p < 0.05). As regards functional status, AD presented worse conditions in basic and instrumental activities of daily living than the other groups (p < 0.001).	Our results evidenced that subjects with cognitive decline had the tendency to engage in PA less than HE. In particular, age and education negatively affected engagement in PA.",Remaining,0,0,doi_dummy,human
1273,740,1847,18479471,Cephalalgia : an international journal of headache,Involvement of corticotrophin-releasing factor and orexin-A in chronic migraine and medication-overuse headache: findings from cerebrospinal fluid.,"The study set out to investigate the role of corticotrophin-releasing factor (CRF) and orexin-A in chronic migraine (CM) and medication-overuse headache (MOH). Twenty-seven patients affected by CM and 30 with MOH were enrolled. Control CSF specimens were obtained from 20 age-matched subjects who underwent lumbar puncture for diagnostic purposes, and in all of them CSF and blood tests excluded central nervous system or systemic diseases. Orexin-A and CRF were determined by radioimmunoassay methods. Significantly higher levels of orexin-A and CRF were found in the CSF of MOH and to a lesser extent in patients with CM compared with control subjects (orexin-A: P < 0.001 and P < 0.02; CRF: P < 0.002 and P < 0.0003). A significant positive correlation was also found between CSF orexin-A values and those of CRF (R = 0.71; P < 0.0008), monthly drug intake group (R = 0.39; P < 0.03) and scores of a self-completion 10-item instrument to measure dependence upon a variety of substances, the Leeds Dependence Questionnaire (LDQ) in the MOH group (R = 0.68; P < 0.0003). The significantly higher orexin-A levels found in CM and MOH can be interpreted as a compensatory response to chronic head pain or, alternatively, as an expression of hypothalamic response to stress due to chronic pain. A potential role for orexin-A in driving drug seeking in MOH patients through activation of stress pathways in the brain can also be hypothesized.",Remaining,0,0,doi_dummy,human
1274,741,2872,28728096,European psychiatry : the journal of the Association of European Psychiatrists,Early life stress explains reduced positive memory biases in remitted depression.,"There is contradictory evidence regarding negative memory biases in major depressive disorder (MDD) and whether these persist into remission, which would suggest their role as vulnerability traits rather than correlates of mood state. Early life stress (ELS), common in patients with psychiatric disorders, has independently been associated with memory biases, and confounds MDD versus control group comparisons. Furthermore, in most studies negative biases could have resulted from executive impairments rather than memory difficulties per se.	To investigate whether memory biases are relevant to MDD vulnerability and how they are influenced by ELS, we developed an associative recognition memory task for temporo-spatial contexts of social actions with low executive demands, which were matched across conditions (self-blame, other-blame, self-praise, other-praise). We included fifty-three medication-free remitted MDD (25 with ELS, 28 without) and 24 healthy control (HC) participants without ELS.	Only MDD patients with ELS showed a reduced bias (accuracy/speed ratio) towards memory for positive vs. negative materials when compared with MDD without ELS and with HC participants; attenuated positive biases correlated with number of past major depressive episodes, but not current symptoms. There were no biases towards self-blaming or self-praising memories.	This demonstrates that reduced positive biases in associative memory were specific to MDD patients with ELS rather than a general feature of MDD, and were associated with lifetime recurrence risk which may reflect a scarring effect. If replicated, our results would call for stratifying MDD patients by history of ELS when assessing and treating emotional memories.",Remaining,0,0,doi_dummy,human
1281,748,7957,7957408,European journal of pediatrics,X-linked adrenoleukodystrophy in patients with idiopathic Addison disease.,"The two main causes of primary adrenal disease are tuberculosis and auto-immune adrenal destruction. The latter is responsible for about 70% of the cases of primary adrenal insufficiency (Addison disease). Commonly referred to as a rare cause of adrenal failure is X-linked adrenoleukodystrophy (ALD), a demyelinating peroxisomal disorder affecting 1: 20,000 Caucasian males. Albeit primary adrenal insufficiency is a rare entity per se, we decided to study patients with idiopathic Addison disease and establish the frequency of ALD as a cause of adrenal insufficiency. The biochemical defect of ALD was found in 5 out of 24 patients. The small number of cases in our series led us to include in our analysis the published results of two other groups of investigators. This analysis indicates that the proportion of cases in which Addison disease is attributable to ALD is age dependent. It is highest when the adrenal insufficiency manifests before 15 years. This study clearly demonstrates that the proportion of ALD in patients presenting primary adrenal insufficiency has been under-estimated.	Addison disease manifesting during the first decade of life has a high likelihood of being the first sign of X-linked adrenoleukodystrophy.",Remaining,0,0,doi_dummy,human
1287,754,3107,31075661,Gait & posture,Comparable walking gait performance during executive and non-executive cognitive dual-tasks in chronic stroke: A pilot study.,"Falls are a serious problem among stroke survivors due to subsequent injuries, recovery setbacks, dependence, and mortality. A growing body of dual-task (DT) studies suggests a role of executive functions in gait control and falls, particularly in subacute stroke. However, few studies have compared distinct executive and non-executive tasks, nor their effects on chronic stroke gait.	The purpose of this cross-sectional study was to compare the effects of distinct working memory (2-back) and inhibition (Stroop) tasks on walking gait performance in chronic stroke survivors.	A pilot sample of chronic stroke survivors (n = 11, 8 males, mean age = 70.91, 6-12months post-stroke event) and age-matched healthy controls (n = 13, 4 male; mean age = 68.46) were tested. Gait performance (speed, stride time, stride time variability, stride length and stride length variability) was measured using 2 wireless inertial measurement sensors under 4 walking conditions: 1) preferred walking (single-task: ST), 2) walking with a 2-back DT, 3) walking with a Stroop DT, and 4) walking with a non-executive motor response DT. The secondary tasks were also carried out in both ST (seated) and DT conditions, to examine bidirectional effects.	While the stroke survivor sample had a slower gait speed across conditions and tasks, there were no significant differences between the groups [F(1, 22) = 1.13, p =.299, η[2]p =  .049] on the spatial or temporal gait characteristics recorded: gait performance was maintained during executive and non-executive DTs. In addition, we did not find a significant effect of group on cognitive task performance (all p > .052). However, we observed a cost in accuracy on the 2-back DT for both groups, suggesting resource overlap and greater cognitive load (all t > 19.72, all p <  .001).	Our gait data contradict previous studies evidencing impaired gait post-stroke, suggesting functional recovery in this chronic stroke sample.",Remaining,0,0,doi_dummy,human
1288,755,3144,31446316,NeuroImage. Clinical,White matter microstructural abnormalities in children with severe congenital hypothyroidism.,"This study assessed white matter microstructural integrity and behavioral correlates for children with severe congenital hypothyroidism (CH) who were identified and treated early following newborn screening. Eighteen children with severe CH and 21 healthy controls underwent a battery of behavioral measures of hearing, language and communication, along with diffusion MR imaging. Tract-based spatial statistics were performed on standard diffusion parameters of fractional anisotropy and diffusivity metrics. Microscopic diffusion anisotropy mapping based on the Spherical Mean Technique was also used to evaluate biologically specific metrics. Compared with age-matched controls, children with severe CH had poorer hearing and communication skills, albeit generally within normal limits. Children with severe CH had fractional anisotropy that was significantly lower in the cerebellum, bilateral thalami and right temporal lobe, and radial diffusivity that was significantly higher in the cerebellum and bilateral thalami. Microscopic fractional anisotropy and intra-neurite volume fraction were also significantly decreased, and transverse microscopic diffusivity was significantly increased, in the CH group in areas including the cerebellum, thalamus, occipital lobe, and corpus callosum, and in the white matter adjacent to sensorimotor cortex, particularly in the left hemisphere. Significant and widespread correlations were observed between behavioral measures and measures of white matter microstructural integrity in children with CH. The results indicate that children with severe CH who are identified through newborn screening may have significant brain white matter microstructural abnormalities despite early treatment.",Remaining,0,0,doi_dummy,human
1293,760,2841,28410288,Nuclear medicine communications,The utility of the combination of a SPECT study with [123I]-FP-CIT of dopamine transporters and [123I]-MIBG myocardial scintigraphy in differentiating Parkinson disease from other degenerative parkinsonian syndromes.,"Molecular imaging of nigrostriatal dopamine transporters (DAT) and sympathetic cardiac innervation with single-photon emission computed tomography (SPECT) are useful tools for differentiating idiopathic Parkinson disease (PD) from other degenerative parkinsonian syndromes (non-PD). Nevertheless, these modalities are often insufficient for achieving a definite diagnosis. The aims of this study were to evaluate the diagnostic accuracy of the combination of these tools.	The SPECT radiotracers [I]-N-ω-fluoropropyl-2β-carbomethoxy-3β-(4-iodophenyl)-nortropane (FP-CIT) and meta-[I]-iodobenzylguanidine (MIBG) were used to research presynaptic dopaminergic projections (DAT SPECT) and myocardial adrenergic innervation (MIBG scintigraphy), respectively. PD patients (n=15; age: 61.5±13.6 years) and non-PD patients (n=19; age: 62.6±14.2 years) who underwent both tests were enrolled in this study. Receiver-operating characteristic analyses were used to set the cutoff values of the specific binding ratio in DAT SPECT and the heart to mediastinum ratio in delayed scan in MIBG scintigraphy for differentiating PD from non-PD. We calculated the sensitivity, specificity, and test accuracy of the individual methods and also the combination of these two modalities.	When DAT SPECT and MIBG scintigraphy were used individually, they showed mild accuracy in differentiating PD from non-PD (DAT, 67.6%; MIBG, 67.6%). The combination of the two approaches using cutoff values of less than 3.24 for the specific binding ratio and less than 2.745 for the delayed heart to mediastinum ratio enabled more accurate differentiation between PD and non-PD. The accuracy of these indices in distinguishing PD from non-PD was 79.4%.	These results suggested that the combination of DAT SPECT and MIBG scintigraphy may improve the diagnostic accuracy in differentiating PD from non-PD.",Remaining,0,0,doi_dummy,human
1297,764,3865,3865248,Psychiatry research,Sleep and circadian rhythms in affective patients isolated from external time cues.,"Sleep electroencephalographic activity, circadian rhythms in motor activity and rectal temperature, and clinical state were monitored longitudinally in four affectively ill patients (two depressed, one manic, and one rapidly cycling between depression and mania) who lived in isolation from external time cues (zeitgebers) for 3 to 4 weeks. In these conditions it was possible to observe the intrinsic or free-running behavior of circadian pacemakers and thereby to test several hypotheses about the role of sleep and circadian rhythms in the pathogenesis of depression. No hypothesis was consistently supported by the results. We found that the intrinsic rhythm of a circadian pacemaker appeared to free-run with an abnormally fast frequency in one patient. No patient remained stably depressed during temporal isolation. Our experience suggests that this type of study can be carried out safely with appropriate precautions. Temporal isolation is a means to test decisively predictions of several chronobiological hypotheses about affective illness and should be applied to additional patients.",Remaining,0,0,doi_dummy,human
1300,767,9666,9666878,Clinical endocrinology,Expression of an orphan nuclear receptor DAX-1 in human pituitary adenomas.,"An orphan nuclear receptor, DAX-1, is known to be involved in the development and differentiation of anterior pituitary cells. The present study aimed to examine 1) whether DAX-1 is expressed in human pituitary adenomas, and 2) if it is expressed, what types of adenoma express the factor.	Adenoma tissues examined included 18 clinically non-functioning adenomas, 14 GH-secreting adenomas and 7 PRL-secreting adenomas. The expression of the following genes were tested by reverse transcription-polymerase chain reaction (RT-PCR): DAX-1, Adrenal-4-binding protein/steroidogenic factor-1 (Ad4BP/SF-1), Pit-1, LH beta, FSH beta, gonadotrophin-releasing hormone receptor (GnRH-R), GH, PRL, and TSH beta, as well as beta-actin as a control.	Eleven clinically non-functioning adenomas expressed DAX-1, 10 of which also expressed Ad4BP/SF-1. Nine out of the 11 DAX-1 expressing adenomas also expressed LH beta, FSH beta and GnRH-R as well, indicating that these adenomas possessed gonadotrophic properties. Nine clinically non-functioning adenomas expressed Pit-1 as well as GH, PRL and/or TSH beta, thus having somatomammotrophic or thyrotrophic properties, 3 of which overlapped with the above DAX-1-expressing adenomas. One non-functioning adenoma expressed Ad4BP/SF1 and FSH beta but not DAX-1, and another one expressed DAX-1 and Ad4BP/SF-1 with PRL. On the other hand, all GH-secreting and PRL-secreting adenomas expressed Pit-1 and GH and/or PRL, but neither DAX-1 nor Ad4BP/SF-1.	The results shown here indicate that DAX-1 is expressed in the majority of human pituitary adenomas of gonadotrophic origin in parallel with Adrenal-4-binding protein/steroidogenic factor-1.",Remaining,0,0,doi_dummy,human
1306,773,2212,22126898,Schizophrenia research,Intact motivated attention in schizophrenia: evidence from event-related potentials.,"Emotionally significant stimuli typically capture attention (called motivated attention) even when they are irrelevant to tasks where attention is directed. Previous studies indicate that several components of emotional processing are intact in schizophrenia when subjects are instructed to attend to emotionally-evocative stimuli. However, few studies have examined whether emotional stimuli capture attention to a normal degree in people with schizophrenia when attention is directed elsewhere. The current event-related potential study examined motivated attention to task-irrelevant emotional stimuli in 35 stabilized outpatients and 26 healthy controls with a modified visual P300 oddball detection task. Participants viewed images of rare target and commonly occurring standard letter stimuli, as well as intermixed emotional (unpleasant, pleasant, neutral) pictures. Subjects were instructed to count the number of rare targets; the emotional valence of the picture stimuli was, therefore, task-irrelevant. We separately evaluated the Early Posterior Negativity (EPN) and Late Positive Potential (LPP) to emotional pictures and the P300 to target stimuli. Patients and controls showed similar patterns of EPN and LPP amplitude to the emotional stimuli, such that the EPN and LPP were larger for both pleasant and unpleasant versus neutral pictures. Although patients performed worse than controls on the target counting task, both groups showed comparable P300 differentiation between target versus non-target stimuli. Emotional stimuli captured attentional resources in people with schizophrenia even when the emotional stimuli were task-irrelevant, suggesting intact motivated attention at the level of early electrophysiological responding.",Remaining,0,0,doi_dummy,human
1308,775,3259,32594495,Turk psikiyatri dergisi = Turkish journal of psychiatry,2D:4D Finger Length Ratios in Individuals with Gender Dysphoria.,"The neurobiological basis of Gender Dysphoria (GD) is not yet fully known. In recent years, the role of prenatal exposure to testosterone has been emphasized in the development of the GD. The aim of this study was to compare the 2D:4D digit ratio, which is considered to be a morphological indicator of exposure to testosterone in the prenatal period, in individuals with GD.	The study included 99 participants diagnosed with GD comprising 54 assigned the female gender at birth [AFB-GD], 45 assigned the male gender at birth [AMB-GD], and 58 female and 58 male participants making up the control group. The right and the left hands of the participants were photocopied and finger lengths were measured using digital calipers.	The 2D:4D digit ratio on the right hand of the AFB-GD group was significantly lower (p=0.028) than that of the female controls, but it did not differ significantly as compared to male controls. The ratio on the left hand of the AFB-GD group did not significantly differ from that of the female controls, but it was higher than that of the male controls (p=0.045). The 2D:4D digit ratio on the right hand of the AMB-GD group did not differ significantly from that of the male controls, but they had a lower finger ratio as compared to the female controls (p<0.001). The ratio on the left hand of the AMB-GD group did not differ significantly from those of the male and female controls.	The results of this study present suggestive evidence that the AFB-GD individuals were exposed to testosterone in the prenatal period.",Remaining,0,0,doi_dummy,human
1310,777,3248,32487276,Journal of the International Neuropsychological Society : JINS,The INECO Frontal Screening for the Evaluation of Executive Dysfunction in Cerebral Small Vessel Disease: Evidence from Quantitative MRI in a CADASIL Cohort from Colombia.,"Executive dysfunction is a predominant cognitive symptom in cerebral small vessel disease (SVD). The Institute of Cognitive Neurology Frontal Screening (IFS) is a well-validated screening tool allowing the rapid assessment of multiple components of executive function in Spanish-speaking individuals. In this study, we examined performance on the IFS in subjects with cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy (CADASIL), an inherited condition leading to the early onset of SVD. We further explored associations between performance on the IFS and magnetic resonance imaging (MRI) markers of SVD.	We recruited 24 asymptomatic CADASIL subjects and 23 noncarriers from Colombia. All subjects underwent a research MRI and a neuropsychological evaluation, including the IFS. Structural MRI markers of SVD were quantified in each subject, together with an SVD Sum Score representing the overall burden of cerebrovascular alterations. General linear model, correlation, and receiver operating characteristic curve analyses were used to explore group differences on the IFS and relationships with MRI markers of SVD.	CADASIL subjects had a significantly reduced performance on the IFS Total Score. Performance on the IFS correlated with all quantified markers of SVD, except for brain atrophy and perivascular spaces enlargement. Finally, while the IFS Total Score was not able to accurately discriminate between carriers and noncarriers, it showed adequate sensitivity and specificity in detecting the presence of multiple MRI markers of SVD.	These results suggest that the IFS may be a useful screening tool to assess executive function and disease severity in the context of SVD.",Remaining,0,0,doi_dummy,human
1312,779,8285,8285088,Family practice research journal,"Sleep, psychological distress, and somatic symptoms in perimenopausal women.","Self-report and somnographic data from 135 volunteer, disease-free, women (37-59 years) were used to determine the prevalence of perceived poor sleep and to compare women with and without 'poor' sleep on menopausal status, somnographic sleep, psychological distress, and somatic symptom cluster frequencies.	Data from identical measures done on two groups of perimenopausal-age women, one recruited for menopausal age and the other for same age but sleep problems plus controls, were tested using a two-way analysis of variance for the main effects of recruitment group and the presence or absence of 'poor' sleep as well as the joint effects of both.	'Poor' sleep was reported by more than one-third of the women, but menopausal status and perceived sleep quality were not statistically related. Women with 'poor' sleep took longer to fall asleep, spent longer in bed, and had higher scores for psychological distress and for four out of five somatic symptom clusters (p < or = 0.03), compared to women with 'good' sleep.	In sum, midlife women reporting poor sleep are likely to have trouble falling asleep and to have higher psychological distress and somatic symptoms, especially musculoskeletal discomfort and fatigue, coinciding with their perceived poor sleep.",Remaining,0,0,doi_dummy,human
1315,782,2931,29315460,Acta neurologica Scandinavica,Serum cystatin C and anti-N-methyl-D-aspartate receptor encephalitis.,"Cystatin C (CysC) is associated with many neurodegenerative disorders and autoimmune diseases, but its relationship with anti-N-Methyl-D-aspartate receptor (anti-NMDAR) encephalitis is unknown.	Serum levels of CysC were determined in 66 patients with anti-NMDAR encephalitis and 115 healthy controls. Of the 66 patients, 30 had a follow-up evaluation at 3 months after admission. Association of CysC with anti-NMDAR encephalitis and its clinical parameters were evaluated in the patients.	The serum levels of CysC were significantly lower in patients with anti-NMDAR encephalitis than in controls (0.70 ± 0.13 vs 0.83 ± 0.17 mg/mL, P < .001). Disease severity and disease duration were significantly associated with CysC levels. Furthermore, a follow-up evaluation revealed that after treatment anti-NMDAR encephalitis patients had significantly increased serum CysC levels (P < .001) and significantly decreased modified Rankin Scale (mRS) scores (P < .001) compared with before treatment. In addition, a significant negative correlation was observed between the change in CysC levels and the change in mRS scores (r = -.700, P < .001).	Our results show that the serum levels of CysC are associated with anti-NMDAR encephalitis and its clinical parameters and that the changes in CysC levels correlate with therapeutic effect. Therefore, our findings provide new insights into the association between serum CysC and anti-NMDAR encephalitis.",Remaining,0,0,doi_dummy,human
1316,783,1237,12377401,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Central serotonergic activity is related to the aggressive behaviors of Alzheimer's disease.,"The clinical correlates of reduced serotonin (5-HT) in Alzheimer's disease (AD) remain unknown. The hypothesis of this study was that altered central serotonergic activity is related to aggression in AD. Twenty-two institutionalized, nondepressed elderly (12 M/10 F, mean age +/- SD: 82.2 +/- 6.4) with probable AD, severe cognitive impairment (MMSE = 4.1 +/- 4.7) and significant behavioral disturbance (Neuropsychiatric Inventory (NPI) score > or = 8) were studied. The prolactin (PRL) response to d,l-fenfluramine (60 mg p.o.) was used as an index of central serotonergic function. The NPI aggression score, NPI irritability score, and Behavioral Pathology in AD aggression score were positively correlated to prolactin concentrations following fenfluramine challenge (r(S) =.61, p =.003; r(S) =.53, p =.012; and r(S) =.47, p =.029 respectively). In addition, aggressive patients showed a greater mean PRL increase (% baseline) (215 +/- 60, n = 11) than nonaggressive subjects (123 +/- 54, n = 11) (p =.01, 2-tailed t-test). The change in PRL concentration depended on level of cognitive impairment (p =.0004) and the gender x aggression interaction (p =.015) with the overall regression model accounting for 74% of the variance (r = 0.86, F = 11.9, p =.0001). Female aggressive subjects with less cognitive impairment had the largest response to fenfluramine challenge. These results suggest a complex link between aggression in AD and central serotonergic dysfunction having interactions with gender and cognitive impairment.",Remaining,0,0,doi_dummy,human
1317,784,1002,10026387,Dementia and geriatric cognitive disorders,Behavioral syndromes in Alzheimer's disease: description and correlates.,"Behavioral disturbances in patients with Alzheimer's disease (AD) are ill-defined conditions. We hypothesize that the many behavioral disturbances hitherto described and studied might be grouped into few syndromes with separate determinants and correlates.	162 consecutive patients with probable AD admitted to a dementia unit were assessed by the UCLA Neuropsychiatric Inventory (NPI).	Factor analysis was carried out on NPI subscales, leading to three syndromes: 'mood', 'psychotic' and 'frontal'. Patients with the 'psychotic' syndrome were older, had older age at dementia onset, had poorer cognition, were more often males, and had faster rate of dementia progression. Patients with the 'frontal' syndrome had higher education, longer disease duration, and slower rate of progression.	Some combinations of behavioral disturbances occur more frequently together and might represent separate behavioral syndromes. Different clinical correlates of the syndromes suggest separate etiologies.",Remaining,0,0,doi_dummy,human
2209,95,9733,9733408,Seizure,The neurophysiological evaluation of nocturnal frontal lobe epilepsy.,"The most reliable technique for the diagnosis of nocturnal frontal lobe epilepsy (NFLE) is nocturnal video-polysomnography, which is an expensive procedure and unavailable in many Departments of Neurology and Epileptology around the world. The aim of the present study was to evaluate the role of routine video-EEG and video-EEG after sleep deprivation, during the daytime, in the diagnosis of NFLE. We studied 23 patients complaining of repeated nocturnal motor attacks using a 3-level neurophysiological evaluation, including video-EEG when awake (level 1), video-EEG after sleep deprivation, during the daytime (level 2) and nocturnal video-polysomnography (level 3). All the patients had a normal video-EEG when awake. The video-EEG after sleep deprivation (level 2) allowed a diagnosis of NFLE in 52.2% of the patients, while the nocturnal video-polysomnography (level 3) allowed this diagnosis in 87.0% of the same sample. In the patients complaining of repeated nocturnal motor attacks, a video-EEG after sleep deprivation performed during the daytime, could be useful for diagnosis in about one half of cases. This methodology is routinely performed in many Departments of Neurology and Epileptology, and is much less binding and expensive than nocturnal video-polysomnography and so it could be important economically for the health service.",Remaining,0,0,doi_dummy,human
