idx,pmid,journal_name,title,abstract,accepted_label,multi_label,binary_label
1081,8347179,The New England journal of medicine,Efficacy of felbamate in childhood epileptic encephalopathy (Lennox-Gastaut syndrome).,"The Lennox-Gastaut syndrome is a childhood disorder characterized by multiple types of seizures, mental retardation, characteristic electroencephalographic abnormalities, and resistance to standard antiepileptic drugs. Felbamate is an investigational antiepileptic drug with a preclinical profile that suggests it would be effective in patients with multiple types of seizures. In controlled clinical trials, felbamate was superior to placebo in reducing the frequency of refractory partial-onset seizures.	We studied the efficacy of felbamate in 73 patients ranging in age from 4 to 36 years who had the Lennox-Gastaut syndrome. During a 28-day base-line phase, the patients received their usual antiepileptic therapies. At the end of this phase, felbamate or placebo was administered for 70 days in addition to the current antiepileptic medications. The dosage of felbamate was titrated during the first 14 days of the treatment phase to a maximum of 45 mg per kilogram of body weight per day or 3600 mg per day, whichever was less. The primary efficacy variables were the total number of seizures counted during a four-hour period of video recording, parents' or guardians' global evaluations of the patients' quality of life, and the total number of atonic seizures, as reported by parents or guardians.	The patients treated with felbamate had a 34 percent decrease in the frequency of atonic seizures, as compared with a 9 percent decrease in the patients who received placebo (P = 0.01). The felbamate-treated patients had a 19 percent decrease in the total frequency of seizures, as compared with a 4 percent increase in the placebo group (P = 0.002). The global-evaluation scores were significantly higher in the felbamate group than in the placebo group from day 49 to the end of the study. There were no significant differences in the frequency of seizures occurring during video monitoring, but there was a significant reduction (P = 0.017) in the number of tonic-clonic seizures during the maintenance period in the felbamate group. The types and frequency of side effects were similar in the two treatment groups.	Felbamate is beneficial in patients with the Lennox-Gastaut syndrome.",Human-non-RCT-drug-intervention,3,0
1082,33273050,BMJ open,Trends of prescribing adherence of antiplatelet agents in Hong Kong patients with acute coronary syndrome: a 10-year retrospective observational cohort study.,"The objective of this study is to examine the temporal trend of antiplatelet prescribing pattern during index hospitalisation discharge in Hong Kong (HK) acute coronary syndrome (ACS) population.	The study is a retrospective observational cohort study.	The study retrieved data from electronic health record from Hospital Authority (HA), HK.	The study included patients aged 18 years old or above, who were admitted to seven institutions under HA with diagnosis of ACS during 2008-2017.	The primary outcome was the frequency of antiplatelet therapy prescription at the point of index hospitalisation discharge each year during 2008-2017. Association between demographics, baseline comorbidities, procedures and antiplatelet prescription were examined as secondary outcome using multivariate logistic regression model, with commonly used antiplatelet groups selected for comparison.	Among the included 14 716 patients, 5888 (40.0%) discharged with aspirin alone, 6888 (46.8%) discharged with dual antiplatelet therapy (DAPT) with clopidogrel, and 973 (6.6%) discharged with DAPT with prasugrel/ticagrelor. Prescribing rate of aspirin alone decreased substantially from 56.8% in 2008 to 27.5% in 2017. Utilisation of DAPT with clopidogrel increased from 33.7% in 2008 to 52.7% in 2017. Use of DAPT with prasugrel/ticagrelor increased from 0.3% in 2010 to 15.3% in 2017. Compared with those prescribed with DAPT with clopidogrel, male patients (adjusted OR (aOR) 1.34, 95% CI 1.09 to 1.65), patients with non-ST-elevation myocardial infarction (aOR 2.50, 1.98 to 3.16) or ST-elevation myocardial infarction (aOR 3.26, 2.59 to 4.09), use of glycoprotein IIb/IIIa (aOR 3.03, 2.48 to 3.68) or undergoing percutaneous coronary intervention (aOR 3.85, 3.24 to 4.58) or coronary artery bypass graft (aOR 6.52, 4.63 to 9.18) during index hospitalisation, concurrent use of histamine-2 receptor antagonists (aOR 1.35, 1.10 to 1.65) or proton pump inhibitors (aOR 3.57, 2.93 to 4.36) during index hospitalisation discharge were more likely to be prescribed with DAPT with prasugrel/ticagrelor. Patients with older age (aOR 0.97, 0.96 to 0.97), diabetes (aOR 0.68, 0.52 to 0.88), chronic kidney disease (aOR 0.43, 0.22 to 0.85) or concurrent use of oral anticoagulant (aOR 0.16, 0.07 to 0.42) were more likely to received DAPT with clopidogrel.	Use of DAPT with prasugrel/ticagrelor was suboptimal yet improving during 2008-2017 in HK patients with ACS. Considering DAPT, predictors for clopidogrel prescription, compared with prasugrel/ticagrelor, were consistent with identified risk factors of bleeding.",Human-non-RCT-drug-intervention,3,0
1083,12133068,BJU international,"Increased urinary nitrite excretion in primary enuresis: effects of indomethacin treatment on urinary and serum osmolality and electrolytes, urinary volumes and nitrite excretion.","To assess urinary nitrite excretion, a stable end product of nitric oxide (NO), in patients with enuresis and in normal controls, and to evaluate the effects of indomethacin (a potent prostaglandin synthesis inhibitor) on urinary nitrite excretion, other urinary variables and bladder capacity.	The study comprised 10 patients with primary enuresis and 10 normal comparable controls (age range 6-14 years). Nitrite was assayed in 'spot' morning urine samples in both the enuretics and normal controls. Enuretics were then given 50 mg indomethacin suppositories each night; urine volume, urinary osmolality and electrolytes, serum osmolality and electrolytes and urinary nitrite were assayed before indomethacin treatment and after 15 days of treatment.	The mean (sd) urinary nitrite excretion was 24.4 (19.6) micromol/L in normal children and 275.9 (111.2) micromol/L in enuretics (P<0.05). With indomethacin, the urinary nitrite concentration was significantly decreased to 141 (45.1) micromol/L (P<0.05) and associated with a significant reduction in bed-wetting episodes and voiding frequency. The functional bladder capacity was <70% of the predicted value for age in six of the patients; they had significant improvements on indomethacin, to values similar to those in patients with a nearly normal functional bladder capacity. Indomethacin decreased the 24-h urinary volume by 41%, the night volume by 40%, clearance of free water by 46% and increased the day : night urinary volume ratio by 55%. The absolute amounts of urinary calcium, magnesium, phosphorus, urea, creatinine, and glucose were lower on indomethacin, although not statistically significantly so. Indomethacin decreased the 24-h urinary and 'spot' morning osmolality and osmotic clearance. There were no significant changes in serum osmolality and electrolyte concentrations. Indomethacin also decreased the absolute amount of urinary sodium, chloride and potassium, fractional sodium and potassium excretion, and filtered sodium. Creatinine clearance was decreased by 20% (P>0.05) and normal 24-h urinary protein was significantly lower, by 47%, after indomethacin treatment (P<0.05).	Urinary nitrite excretion increased significantly in patients with primary nocturnal enuresis; indomethacin markedly reduced bed-wetting episodes and decreased the frequency of voiding in enuretics with small or normal functional bladder capacity, which was associated with a significant decrease in urinary nitrite excretion. Indomethacin reduced bed-wetting by decreasing the urine volume, clearance of free water and urinary electrolytes, and through possible effects on bladder and urethral contraction, by inhibiting NO and prostaglandin synthesis. NO and prostaglandins might be important in the pathogenesis of primary enuresis.",Human-non-RCT-drug-intervention,3,0
1084,36063627,Journal of psychosomatic research,The effects of antidepressants on depressive symptoms in manifest Huntington's disease.,"Currently there is little evidence to guide the treatment of depression in Huntington's disease (HD). The primary objective was to determine the effectiveness of antidepressant medications on lowering depressive symptom scores in patients with manifest HD. The secondary objective was to determine the effect of antidepressant use on measures of disease progression.	After retrospectively identifying motor-manifest HD participants with at least borderline depressive symptoms from the Enroll-HD database, 86 new users of antidepressant medication were exact matched with non-users on depression score, and matched on propensity scores developed using age, sex, CAG repeat length, anxiety scores, and disease progression measures. Linear mixed effect models were used to assess the change in depression scores, anxiety scores, and disease progression measures based on antidepressant use between two visits approximately one-year apart.	There was no significant difference in the change in depression score between antidepressant users and non-users (p = 0.46). There were also no significant differences in the change in total motor score (p = 0.88), total functional capacity score (p = 0.16), number correct on the symbol digit modality test (p = 0.49), or anxiety score (p = 0.68).	Initiation of antidepressant medication was not associated with a greater reduction in depressive symptoms or changes in other symptoms when compared to non-use. The findings of this study support further research on the effectiveness of antidepressants in Huntington's disease patients. Clinical trials or studies with a larger sample of new antidepressant users should be used to assess the causal effects of antidepressant medications on depressive symptoms.",Human-non-RCT-drug-intervention,3,0
1085,20453261,Indian pediatrics,Add-on lamotrigine in pediatric epilepsy in India.,"Lamotrigine is a newer antiepileptic drug useful as oral adjunctive therapy in refractory epilepsy. Indian data on use of lamotrigine is limited. This study was conducted to evaluate add-on lamotrigine in Indian children with epilepsy. Twenty children (median age 90 months) receiving lamotrigine as add-on therapy for mean 26.7 (19.1) months, were followed for a median period of 7.9 (6-10) months. Follow-up was done every two weeks. The most common seizures types were either generalized tonic-clonic (6, 30%) or myoclonic (8, 40%). The average dose used was 3.86 mg/kg/day (with concomitant valproate). Good response (>50% reduction) or complete seizure control was seen in 72% patients. Side effects were seen in 27.5% patients and were mild in more than half of these. Lamotrigine was stopped in two patients due to adverse reactions, which resolved on stopping the drug. Lamotrigine was observed to be an effective, add-on, broad-spectrum antiepileptic with 'mild' side effects in Indian children.",Human-non-RCT-drug-intervention,3,0
1086,7467939,Zentralblatt fur Gynakologie,[Medicamentous enzyme induction and hormonal contraception. Second communication: effects of phenobarbital and phenylbutazone on hormonal contraception (author's transl)].,"The effects of phenobarbital and phenylbutazone on hormonal contraception of clinically intact women were studied for the purpose of obtaining information on consequences of medicamentous enzyme induction. Disorders of bleeding were evaluated from four groups of probands who had received complementary doses of phenobarbital or phenylbutazone along with hormonal contraception, and findings were compared with data obtained from a control group. Occurrence of medicamentous enzyme induction was clinically reflected in an accumulation of functional bleeding disorders, depending on the hormonal contraceptive used as well as on the additionally administered drug. Conclusions were drawn for contraceptive practice.",Human-non-RCT-drug-intervention,3,0
1087,19026268,The Journal of clinical psychiatry,Response to a selective serotonin reuptake inhibitor (citalopram) in major depressive disorder with melancholic features: a STAR*D report.,"This study examined demographic and clinical correlates of DSM-IV major depressive disorder with melancholic features and assessed whether melancholic features were predictive of response to a selective serotonin reuptake inhibitor antidepressant.	Participants with major depressive disorder (N = 2875) at primary and specialty care sites who received the first step treatment with citalopram in the Sequenced Treatment Alternatives to Relieve Depression study were included. Patients were enrolled between July 2001 and April 2004. Melancholic features were ascribed by previously developed algorithms of telephone interview ratings prior to treatment. Demographics, clinical features, and treatment response were compared between those with and without melancholic features.	The 23.5% of participants with melancholic features were characterized by higher severity scores, greater rates of previous suicide attempts and ratings of current suicidal risk, and more concurrent psychiatric comorbidity. Unadjusted remission rates for those with melancholic features were statistically significantly reduced in absolute terms by up to 8.4% compared to those without melancholic features, which is a 24.1% decrease in relative chance of remission (p < .0001). Following adjustments for between-group baseline differences, remission rates were no longer different.	Melancholic features are associated with a significantly reduced remission rate with an SSRI. This effect appears to be accounted for by demographic and clinical features associated with melancholic features.	clinicaltrials.gov Identifier: NCT0021528.",Human-non-RCT-drug-intervention,3,0
1088,3283314,The Journal of pediatrics,Renal failure in sick hypertensive premature infants receiving captopril therapy.,"A retrospective study of nine sick premature infants with chronic lung disease who received captopril for control of systemic hypertension (systolic blood pressure (BP) greater than 113 mm Hg) was carried out to determine efficacy of therapy and associated complications. All nine infants had markedly elevated peripheral renin values, 134.3 +/- 128.1 ng/mL/hr (mean +/- SD). Five infants had abnormal renal sonographic and perfusion scans with evidence of renal artery thrombosis, parenchymal disease, or both. Captopril therapy (0.3 mg/kg) was instituted at a postnatal age of 123 +/- 108 days. After the initial dose, the systolic BP decreased significantly in all infants, the decrease ranging from 21% to 58% of the pretreatment value. Dosage was subsequently halved in all infants. Seventeen episodes of unpredictable decreases in BP more than 40% from baseline occurred during the reduced maintenance therapy. Four infants had a total of seven episodes during which the BP decreased by 57 +/- 10% from baseline; this decrease persisted for 17 +/- 6 hours and was unresponsive to volume reexpansion and inotropic therapy. All seven episodes were accompanied by oliguria (urine output less than 1 mL/kg/hr) that persisted for 18 +/- 12 hours. These episodes were accompanied by neurologic signs (subtle seizures, lethargy, and/or apnea) within 18 +/- 6 hours after the onset of oliguria. The remaining five infants had a total of 13 episodes of decreased BP of 50 +/- 8% of baseline, which were of significantly shorter duration and responded to volume reexpanders, inotropic therapy, or both and were unaccompanied by oliguria. These data suggest the need for close observation of BP in infants receiving maintenance captopril therapy.",Human-non-RCT-drug-intervention,3,0
1089,18312448,Clinical genetics,Improvement of bone disease by imiglucerase (Cerezyme) therapy in patients with skeletal manifestations of type 1 Gaucher disease: results of a 48-month longitudinal cohort study.,"Progressive skeletal disease accounts for some of the most debilitating complications of type 1 Gaucher disease. In this 48-month, prospective, non-randomized, open-label study of the effect of enzyme replacement therapy on bone response, 33 imiglucerase-naïve patients (median age 43 years with one or more skeletal manifestations such as osteopenia, history of bone crisis, or other documented bone pathology) received imiglucerase 60 U/kg/2 weeks. Substantial improvements were observed in bone pain (BP), bone crises (BC), and bone mineral density (BMD). Improvements in BP were observed at 3 months (p < 0.001 vs baseline) and continued progressively throughout the study, with 39% of patients reporting pain at 48 months vs 73% at baseline. Eleven of the 13 patients with a pre-treatment history of BC had no recurrences. Biochemical markers for bone formation increased; markers for bone resorption decreased. Steady improvement of spine and femoral neck BMD, measured using dual-energy X-ray absorptiometry was noted. Mean Z score for spine increased from -0.72 +/- 1.302 at baseline to near-normal levels (-0.09 +/- 1.503) by month 48 (p = 0.042) and for femoral neck from -0.59 +/- 1.352 to -0.17 +/- 1.206 (p = 0.035) at month 36. This increase was sustained at 48 months. With imiglucerase treatment, patients should anticipate resolution of BC, rapid improvement in BP, increases in BMD, and decreased skeletal complications.",Human-non-RCT-drug-intervention,3,0
1090,18519870,Neurology,"Relation of NSAIDs to incident AD, change in cognitive function, and AD pathology.","To examine the relation of nonsteroidal anti-inflammatory drugs (NSAIDs) to incident Alzheimer disease (AD), change in cognition, and AD pathology.	Participants were 1,019 older Catholic clergy followed up annually for up to 12 years (mean baseline age = 75.0 years, education = 18.1 years, Mini-Mental State Examination score = 28.5), enrolled in the Religious Orders Study, a longitudinal clinical-pathologic study of aging and AD. Clinical evaluations allowed for AD classification and assessment of global cognition and five cognitive domains. NSAIDs were identified by direct medication inspection at baseline and follow-up evaluations. Neuropathologic data were available on 328 deceased participants. AD pathology was summarized as a global measure and as measures of neuritic plaques, diffuse plaques, and neurofibrillary tangles. We used Cox proportional hazards models and mixed models for incident AD and cognitive decline, respectively, and logistic and linear regression for pathologic outcomes, adjusted for age, sex, and education.	Overall, we found no apparent relation of NSAIDs to incident AD (n = 209 cases), change in cognition, or AD pathology. The hazard ratio of incident AD was 1.19 (95% CI 0.87-1.62) comparing those using NSAIDs with those not using NSAIDs at baseline, and 0.84 (95% CI 0.63-1.11) for specific use of aspirin. Findings were similar in analyses in which we considered NSAID use during follow-up. NSAIDs were not related to change in cognition (all p values > 0.14). There was no relation of NSAIDs to global AD pathology or plaques or tangles.	These data do not support a strong relation between nonsteroidal anti-inflammatory drugs and Alzheimer disease or cognition. Consistent findings across clinical and pathologic outcomes provide additional confidence in these results.",Human-non-RCT-drug-intervention,3,0
1091,15538265,The Journal of urology,The role of sildenafil in the treatment of erectile dysfunction in patients with pelvic fracture urethral disruption.,"Erectile dysfunction (ED) is a common sequel of pelvic fracture urethral disruption (PFUD). After repair of the urethral injury ED may be the most devastating long-term effect for the patient. Some patients with ED may regain normal erectile function. We prospectively studied the response to sildenafil and the erectile function of patients with ED due to PFUD.	The erectile function of patients referred to us with PFUD for urethroplasty were prospectively evaluated before surgery. Patients underwent nocturnal penile tumescence testing and, if results were abnormal, penile duplex ultrasonography with intracavernous injection and arteriography were performed to diagnose the etiology of ED. Patients were questioned about erectile function every 3 months after surgery and if they complained of ED they were offered 100 mg sildenafil. Patients were followed for at least 18 months after surgery.	A total of 29 consecutive patients were evaluated and 22 (76%) of them had ED before surgery. Sufficient followup was available for 15 of the patients. Overall 47% of these patients responded favorably to sildenafil. Of the patients 60% with neurogenic ED and 20% of those with arterial ED responded to this treatment. In 33% of the patients ED resolved within the followup period. All patients with spontaneous resolution of ED previously responded to sildenafil (71% of sildenafil responders).	In patients with ED due to PFUD, those with neurogenic ED are more likely to respond to sildenafil than those with arterial damage. Favorable response to sildenafil may predict spontaneous resumption of normal erectile function over time.",Human-non-RCT-drug-intervention,3,0
1092,2884555,Medical hypotheses,Buspirone in the treatment of tardive dyskinesia.,"Buspirone is a novel anxiolytic chemically unrelated to the benzodiazepines. In clinical trials it has been shown to be as effective as diazepam, with fewer side effects. Buspirone is primarily active in dopaminergic pathways. It has the properties of both a dopamine agonist and antagonist. In this paper a model for treatment of tardive dyskinesia with buspirone is developed, based on dopamine autoreceptor blockade. A clinical trial of buspirone in the treatment of movement disorders is warranted.",Human-non-RCT-drug-intervention,3,0
1093,29192863,Journal of neurosurgery,Precipitating hydrophobic injectable liquid embolization of intracranial vascular shunts: initial experience and technical note.,"Precipitating hydrophobic injectable liquid is a new liquid embolic agent used mainly for intracranial neurointervention. The agent is ready to use (no shaking is required), since iodine, the radiopaque material, is covalently bonded into the compound. Additionally, due to the absence of tantalum, minimal artifacts are seen on postprocedure follow-up CT scans, and the agent penetrates into vessels smaller than 10 µm. The authors report their initial experience with the use of this agent in neurovascular intervention.",Human-non-RCT-drug-intervention,3,0
1094,24059061,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,[Expression of hippocampus Klotho protein and insulin-like growth factor-1 in rats with dementia].,"This study aims to assess the expression of Klotho and insulin-like growth factor-1 (IGF-1) and the association between Klotho and IGF-1 in rats with dementia model. Thirty rats were randomly divided into three groups. Morris water maze was used to investigate the learning and memory functions, and enzyme linked immunosorbent assay was used to analyze the levels of Klotho and IGF-1. Klotho and IGF-1 levels in the model group were lower than those in other 2 groups. Morris water maze test showed that the model group had longer escape latency times and shorter step platform times compared to other groups. Line correlation model demonstrated that Klotho level was positively correlated with IGF-1 level in rats with dementia (P= 0. 029). The levels of Klotho and IGF-1 both reduced at hippocampus in rats with dementia model, suggesting that it may be a close relationship between Klotho and IGF-1 in the pathogenesis of dementia.",Animal-other,5,1
1095,29609110,Psychoneuroendocrinology,Psychoneuroimmunology and immunopsychiatry of zebrafish.,"Despite the high prevalence of neural and immune disorders, their etiology and molecular mechanisms remain poorly understood. As the zebrafish (Danio rerio) is increasingly utilized as a powerful model organism in biomedical research, mounting evidence suggests these fish as a useful tool to study neural and immune mechanisms and their interplay. Here, we discuss zebrafish neuro-immune mechanisms and their pharmacological and genetic modulation, the effect of stress on cytokines, as well as relevant models of microbiota-brain interplay. As many human brain diseases are based on complex interplay between the neural and the immune system, here we discuss zebrafish models, as well as recent successes and challenges, in this rapidly expanding field. We particularly emphasize the growing utility of zebrafish models in translational immunopsychiatry research, as they improve our understanding of pathogenetic neuro-immune interactions, thereby fostering future discovery of potential therapeutic agents.",Animal-other,5,1
1096,18606868,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,Macrophage migration inhibitory factor (MIF) is critical for the host resistance against Toxoplasma gondii.,"Macrophage migration inhibitory factor (MIF) exerts either a protective or a deleterious role in the immune response to different pathogens. We analyzed herein the role of MIF in the host control of toxoplasmosis using MIF(-/-) mice backcrossed to either the BALB/c or the C57BL/6 genetic backgrounds. Both, wild-type (WT) BALB/c and MIF(-/-) BALB/c mice were susceptible to infection with highly virulent RH as well as moderately virulent ME49 strains of T. gondii. MIF(-/-) mice, however, showed greater liver damage and more brain cysts, produced less proinflammatory cytokines, and succumbed significantly faster than WT mice. Bone marrow-derived dendritic cells (BMDCs) from MIF(-/-) mice produced less interleukin-1beta, interleukin-12, and tumor necrosis factor-alpha than WT BMDCs after stimulation with soluble Toxoplasma antigen (STAg). Similar observations were made in CD11c(+) low-density cells isolated from the spleens of MIF(-/-) mice challenged with STAg. MIF(-/-) C57BL/6 mice succumbed to ME49 infection faster than their WT counterparts. C57BL/6 mice that succumbed to infection with the ME49 strain produced less MIF than resistant BALB/c mice similarly infected. Interestingly, an analysis of brains from patients with cerebral toxoplasmosis showed low levels of MIF expression. Together, these findings demonstrate that MIF plays a critical role in mediating host resistance against T. gondii.",Animal-other,5,1
1097,23461676,The European journal of neuroscience,Uncovering novel actors in astrocyte-neuron crosstalk in Parkinson's disease: the Wnt/β-catenin signaling cascade as the common final pathway for neuroprotection and self-repair.,"Parkinson's disease (PD) is a common neurodegenerative disorder characterized by progressive loss of dopaminergic (DAergic) neuronal cell bodies in the substantia nigra pars compacta and gliosis. The cause and mechanisms underlying the demise of nigrostriatal DAergic neurons are ill-defined, but interactions between genes and environmental factors are recognized to play a critical role in modulating the vulnerability to PD. Current evidence points to reactive glia as a pivotal factor in PD pathophysiology, playing both protective and destructive roles. Here, the contribution of reactive astrocytes and their ability to modulate DAergic neurodegeneration, neuroprotection and neurorepair in the 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) rodent model of PD will be discussed in the light of novel emerging evidence implicating wingless-type mouse mammary tumor virus integration site (Wnt)/β-catenin signaling as a strong candidate in MPTP-induced nigrostriatal DAergic plasticity. In this work, we highlight an intrinsic Wnt1/frizzled-1/β-catenin tone that critically contributes to the survival and protection of adult midbrain DAergic neurons, with potential implications for drug design or drug action in PD. The dynamic interplay between astrocyte-derived factors and neurogenic signals in MPTP-induced nigrostriatal DAergic neurotoxicity and repair will be summarized, together with recent findings showing a critical role of glia-neural stem/progenitor cell (NPC) interactions aimed at overcoming neurodegeneration and inducing neurorestoration. Understanding the intrinsic plasticity of nigrostriatal DAergic neurons and deciphering the signals facilitating the crosstalk between astrocytes, microglia, DAergic neurons and NPCs may have major implications for the role of stem cell technology in PD, and for identifying potential therapeutic targets to induce endogenous neurorepair.",Animal-other,5,1
1098,28368413,Oncogene,Co-amplification of phosphoinositide 3-kinase enhancer A and cyclin-dependent kinase 4 triggers glioblastoma progression.,"Glioblastoma (GBM) is the most common primary brain tumor and has a dismal prognosis. Amplification of chromosome 12q13-q15 (Cyclin-dependent kinase 4 (CDK4) amplicon) is frequently observed in numerous human cancers including GBM. Phosphoinositide 3-kinase enhancer (PIKE) is a group of GTP-binding proteins that belong to the subgroup of centaurin GTPase family, encoded by CENTG1 located in CDK4 amplicon. However, the pathological significance of CDK4 amplicon in GBM formation remains incompletely understood. In the current study, we show that co-expression of PIKE-A and CDK4 in TP53/PTEN double knockout GBM mouse model additively shortens the latency of glioma onset and survival compared to overexpression of these genes alone. Consequently, p-mTOR, p-Akt and p-ERK pathways are highly upregulated in the brain tumors, in alignment with their oncogenic activities by CDK4 and PIKE-A stably transfected in GBM cell lines. Hence, our findings support that PIKE amplification or overexpression coordinately acts with CDK4 to drive GBM tumorigenesis.",Animal-other,5,1
1099,15252287,"Alcoholism, clinical and experimental research",Anxiety-like behavior in mice in two apparatuses during withdrawal from chronic ethanol vapor inhalation.,"Anxiety during ethanol withdrawal may be a factor in relapse to alcohol abuse and dependence. Animal models of ethanol withdrawal have typically used forced consumption of an ethanol-containing liquid diet to induce dependence. Ethanol vapor inhalation offers an advantage over liquid diet consumption in that the onset of withdrawal can be temporally controlled more precisely, allowing studies of the development of withdrawal symptoms.	The purpose of the current study was to induce ethanol dependence in mice using an inhalation procedure and to assess withdrawal anxiety symptoms behaviorally in the elevated zero maze and in the light/dark box. Male and female mice were exposed to 3 days of ethanol vapors. Anxiety-like behavior was measured on the elevated zero maze and light/dark box at multiple time points during withdrawal.	Mice experiencing ethanol withdrawal demonstrated increased anxiety-like behaviors relative to control animals in both apparatuses. However, this finding was specific to the procedure used with the elevated zero maze and was strongly influenced by sex in the light/dark box.	Ethanol vapor inhalation appears to be a valid tool for the study of withdrawal-induced anxiety.",Animal-other,5,1
1100,17190139,Fa yi xue za zhi,[Dynamic observation of brainstem auditory evoked potential and pathological changes of the brain after closed brain injuries in rats].,"To investigate the dynamic experiences of pathological changes in brain and the injured role of brainstem auditory evoked potential (BAEP) after closed Mild Traumatic Brain Injury (MTBI) in rat.	A closed diffuse brain injury model was successfully produced in rat by hit the parietal bone with a spring-droved steel stick. The auditory brainstem response evoked by click at 50Hz stimulating frequency were recorded at pre-trauma, 15 min and 1, 3, 6, 12 h and 1, 2, 4, 7, 10, 14, 21 d after brain injury. The pathological changes of brain were observed under light microscope and the brain edema was detected by wet weight/dry weight rations.	The I-V, III-V of BAEP wave inter peak latency (IPL) in MTBI group increased immediately in 15 minutes after injury. The III, V wave peak latency (PL) and I-V, III-V wave IPL became longer than the pre-trauma level in 6, 12 h post-injury (P<0.05). The III, V wave PL and I - III, I - V, III - V wave IPL became longer than the pre-trauma level in 1, 2 d after injury (P < 0.001), the BAEP retuned to normal level in 14 d after brain injury. At 15 minutes after injury, the water content in brain increased and met its peak in 1 d, decreased gradually in 4 d, then decreased slowly and returned to normal level in 10 d after injury.	The regular changes of BAEP could be an objective tool for evaluating hearing dysfunction after closed mild diffuse traumatic brain injury.",Animal-other,5,1
1101,28552947,PloS one,Relationship of mechanical impact magnitude to neurologic dysfunction severity in a rat traumatic brain injury model.,"Traumatic brain injury (TBI) is a major brain injury type commonly caused by traffic accidents, falls, violence, or sports injuries. To obtain mechanistic insights about TBI, experimental animal models such as weight-drop-induced TBI in rats have been developed to mimic closed-head injury in humans. However, the relationship between the mechanical impact level and neurological severity following weight-drop-induced TBI remains uncertain. In this study, we comprehensively investigated the relationship between physical impact and graded severity at various weight-drop heights.	The acceleration, impact force, and displacement during the impact were accurately measured using an accelerometer, a pressure sensor, and a high-speed camera, respectively. In addition, the longitudinal changes in neurological deficits and balance function were investigated at 1, 4, and 7 days post TBI lesion. The inflammatory expression markers tested by Western blot analysis, including glial fibrillary acidic protein, beta-amyloid precursor protein, and bone marrow tyrosine kinase gene in chromosome X, in the frontal cortex, hippocampus, and corpus callosum were investigated at 1 and 7 days post-lesion.	Gradations in impact pressure produced progressive degrees of injury severity in the neurological score and balance function. Western blot analysis demonstrated that all inflammatory expression markers were increased at 1 and 7 days post-impact injury when compared to the sham control rats. The severity of neurologic dysfunction and induction in inflammatory markers strongly correlated with the graded mechanical impact levels.	We conclude that the weight-drop-induced TBI model can produce graded brain injury and induction of neurobehavioral deficits and may have translational relevance to developing therapeutic strategies for TBI.",Animal-other,5,1
1102,35036927,Nature aging,Telomerase Reverse Transcriptase Preserves Neuron Survival and Cognition in Alzheimer's Disease Models.,"Amyloid-induced neurodegeneration plays a central role in Alzheimer's disease (AD) pathogenesis. Here, we show that telomerase reverse transcriptase (TERT) haploinsufficiency decreases BDNF and increases amyloid-β (Aβ) precursor in murine brain. Moreover, prior to disease onset, the TERT locus sustains accumulation of repressive epigenetic marks in murine and human AD neurons, implicating TERT repression in amyloid-induced neurodegeneration. To test the impact of sustained TERT expression on AD pathobiology, AD mouse models were engineered to maintain physiological levels of TERT in adult neurons, resulting in reduced Aβ accumulation, improved spine morphology, and preserved cognitive function. Mechanistically, integrated profiling revealed that TERT interacts with β-catenin and RNA polymerase II at gene promoters and upregulates gene networks governing synaptic signaling and learning processes. These TERT-directed transcriptional activities do not require its catalytic activity nor telomerase RNA. These findings provide genetic proof-of-concept for somatic TERT gene activation therapy in attenuating AD progression including cognitive decline.",Animal-other,5,1
1103,29233751,"Brain, behavior, and immunity",Differential binding of antibodies in PANDAS patients to cholinergic interneurons in the striatum.,"Pediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcus, or PANDAS, is a syndrome of acute childhood onset of obsessive-compulsive disorder and other neuropsychiatric symptoms in the aftermath of an infection with Group A beta-hemolytic Streptococcus (GABHS). Its pathophysiology remains unclear. PANDAS has been proposed to result from cross-reactivity of antibodies raised against GABHS with brain antigens, but the targets of these antibodies are unclear and may be heterogeneous. We developed an in vivo assay in mice to characterize the cellular targets of antibodies in serum from individuals with PANDAS. We focus on striatal interneurons, which have been implicated in the pathogenesis of tic disorders. Sera from children with well-characterized PANDAS (n = 5) from a previously described clinical trial (NCT01281969), and matched controls, were infused into the striatum of mice; antibody binding to interneurons was characterized using immunofluorescence and confocal microscopy. Antibodies from children with PANDAS bound to ∼80% of cholinergic interneurons, significantly higher than the <50% binding seen with matched healthy controls. There was no elevated binding to two different populations of GABAergic interneurons (PV and nNOS-positive), confirming the specificity of this phenomenon. Elevated binding to cholinergic interneurons resolved in parallel with symptom improvement after treatment with intravenous immunoglobulin. Antibody-mediated dysregulation of striatal cholinergic interneurons may be a locus of pathology in PANDAS. Future clarification of the functional consequences of this specific binding may identify new opportunities for intervention in children with this condition.",Animal-other,5,1
