,pmid,journal_name,title,abstract,accepted_label
1626,22910836,Annals of internal medicine,Hepatitis C virus testing of persons born during 1945-1965: recommendations from the Centers for Disease Control and Prevention.,"The Centers for Disease Control and Prevention (CDC) and a group of governmental and private sector partners developed these evidence-based recommendations to increase the proportion of hepatitis C virus (HCV)-infected persons who know their status and are linked to appropriate care and treatment. The recommendations also address brief alcohol screening, as alcohol accelerates progression of liver disease among HCV-infected individuals. These recommendations augment CDC's 1998 and 1999 recommendations based on risk and medical indications and are not meant to replace those recommendations.	These recommendations are based on systematic reviews of evidence published from 1995 through February 2012 in MEDLINE, EMBASE, CINAHL, the Cochrane Central Register of Controlled Trials, Sociological Abstracts, and Database of Abstracts of Reviews of Effects. Selected studies included cross-sectional and cohort studies that addressed either prevalence of hepatitis C in the United States or clinical outcomes (for example, hepatocellular carcinoma and serious adverse events) among treated patients and systematic reviews of trials that assessed effectiveness of brief screening interventions for alcohol consumption. The Grading of Recommendations Assessment, Development, and Evaluation framework was used to assess quality of the evidence. RECOMMENDATION 1: Adults born during 1945-1965 should receive 1-time testing for HCV without prior ascertainment of HCV risk. (Grade: strong recommendation; moderate-quality evidence). RECOMMENDATION 2: All persons with identified HCV infection should receive a brief alcohol screening and intervention as clinically indicated, followed by referral to appropriate care and treatment services for HCV infection and related conditions (Grade: strong recommendation; moderate-quality evidence).",Remaining
1627,37231689,European stroke journal,Early post-endovascular treatment contrast extravasation on dual-energy CT is associated with clinical and radiological stroke outcomes: A 10-year single-centre experience.,"To determine the association between early post-endovascular treatment (EVT) contrast extravasation (CE) on dual-energy CT (DECT) and stroke outcomes.	EVT records in 2010-2019 were screened. Exclusion criteria included the occurrence of immediate post-procedural intracranial haemorrhage (ICH). Hyperdense areas on iodine overlay maps were scored according to the Alberta Stroke Programme Early CT Score (ASPECTS), thus forming a CE-ASPECTS. Maximum parenchymal iodine concentration and maximum iodine concentration relative to the torcula were recorded. Follow-up imaging was reviewed for ICH. The primary outcome measure was the modified Rankin Scale (mRS) at 90 days.	Out of 651 records, 402 patients were included. CE was found in 318 patients (79%). Thirty-five patients developed ICH on follow-up imaging. Fourteen ICHs were symptomatic. Stroke progression occurred in 59 patients. Multivariable regression showed a significant association between decreasing CE-ASPECTS and the mRS at 90 days (adjusted (a)cOR: 1.10, 95% CI: 1.03-1.18), NIHSS at 24-48 h (aβ: 0.57, 95% CI: 0.29-0.84), stroke progression (aOR: 1.14, 95% CI: 1.03-1.26) and ICH (aOR: 1.21, 95% CI: 1.06-1.39), but not symptomatic ICH (aOR 1.19, 95% CI: 0.95-1.38). Iodine concentration was significantly associated with the mRS (acOR: 1.18, 95% CI: 1.06-1.32), NIHSS (aβ: 0.68, 95% CI: 0.30-1.06), ICH (aOR: 1.37, 95% CI: 1.04-1.81) and symptomatic ICH (aOR: 1.19, 95% CI: 1.02-1.38), but not stroke progression (aOR: 0.99, 95% CI: 0.86-1.15). Results of the analyses with relative iodine concentration were similar and did not improve prediction.	CE-ASPECTS and iodine concentration are both associated with short- and long-term stroke outcomes. CE-ASPECTS is likely a better predictor for stroke progression.",Human-non-RCT-non-drug-intervention
1628,37271291,Journal of affective disorders,Effectiveness of a transdiagnostic computerized self-applied program targeting children with emotional problems: A randomized controlled trial.,"Super Skills for Life (SSL) is an eight-session transdiagnostic program based on cognitive-behavioral therapy (CBT), aimed at the indicated prevention of childhood emotional problems, which has been implemented with positive short- and long-term results. The present study aimed to examine the effects of a self-applied computerized program based on SSL that maintains the same objectives and contents as the face-to-face program.	In this randomized controlled study, 75 children (49.3 % female) aged 8-12 years (Mage = 9.45, SD = 1.31), selected for exhibiting emotional symptoms, were randomly assigned to either the intervention (n = 35) or the waiting list control (WLC) group (n = 40). Pre- and post-intervention data were collected through self-reports and the report of parents who completed parallel versions of the same measures of emotional and behavioral problems.	Overall, compared to the WLC group, the intervention group showed positive effects on targeted emotional symptomatology in the short term. Based on parents' reports, a significant reduction was found in outcomes such as anxiety, depression, emotional symptoms, and internalizing problems, while self-reported results were similar except for anxiety. In addition, a positive impact was found on symptoms related to other types of difficulties (e.g., externalizing problems and general difficulties measured).	Small sample size, non-inclusion of follow-up assessment and other informants (e.g., teachers).	In conclusion, this research provides novel and promising data on the self-applied computerized adapted version of the SSL program, within a multi-informant approach, suggesting that it may be a useful tool for the indicated prevention of childhood emotional problems.",Human-RCT-non-drug-intervention
1629,3625187,The Journal of nervous and mental disease,Antidepressant blood levels in Southeast Asians. Clinical and cultural implications.,"After long-term treatment with tricyclic antidepressants (TCA), the TCA blood levels of 41 depressed Southeast Asian patients were determined by high-pressure liquid chromatography. No detectable medicine level was found in 25 (61%) of the patients and a therapeutic level by American standards was found in only six (15%), indicating a high incidence of noncompliance. A Cambodian subgroup, however, was significantly more compliant than either the Vietnamese or Mein patients. After patient education and a discussion of problems and benefits of medicine, compliance improved with Vietnamese and Cambodians but not with the Mien. Cultural and educational factors influence compliance with medicine and responsiveness to education. Because the Cambodians also suffered from posttraumatic stress disorder, it is probable that the presence of this illness increased compliance. Preliminary data among these patients indicate that Asians probably need the same dose of imipramine as Americans to achieve a 'therapeutic' level. Reports that Asians need lower doses of TCA medicine are limited by the high noncompliance rates with Asians. These high rates probably reflect cultural beliefs about illness and medication usage. It is valuable to perform TCA blood levels on Asian patients for whom antidepressants have been prescribed to monitor compliance and to lead into a discussion of benefits and side effects of the medicine. Evidence of noncompliance can lead to a productive doctor-patient discussion about beliefs and effects of the medication.",Human-non-RCT-drug-intervention
1630,30327142,Trends in neurosciences,Inflammation after Stroke: A Local Rather Than Systemic Response?,"After injury, activation and recruitment of inflammatory and immune cells has been thought to occur throughout the whole body. A recent study shows that after brain injury in mice, immune cells are primarily recruited from nearby skull bone marrow and invade the brain through microscopic vascular channels. Manipulation of this process may provide new therapeutic options.",Non-systematic-review
1631,20052730,Cancer,Should extrapulmonary small cell cancer be managed like small cell lung cancer?,"The aim of this study was to determine if extrapulmonary small cell carcinomas (EPSCC) should be managed using protocols similar to those for small cell lung cancer (SCLC).	Treatment strategies, survival, patterns of failure, and prognostic factors for patients with EPSCC were analyzed retrospectively at a large cancer center. SCLC was excluded by thoracic computed tomography (75%) or chest radiography (25%).	Of 120 eligible patients, 70% had limited disease (LD). Treatment modalities included chemotherapy (n = 82; 68%), radiotherapy (RT) (n = 80; 67%), and surgery (n = 41, 34%). The median survival for patients with LD and extensive disease was 1.4 years and 0.7 years, respectively. Gynecologic (n = 31) and gastrointestinal (n = 28) were the most common primary tumor sites. Gynecologic and head and neck primary tumor sites had better 1-year survival than other sites (P = .019 and 0.005, respectively). Brain metastasis was the site of first distant failure in 4.1% of patients versus 35% for soft tissue metastases. The lifetime risk of brain metastasis was 13%. Definitive RT (P = .004), LD (P = .028), and prophylactic cranial irradiation (PCI) (P = .022) were found to be positive prognostic factors and weight loss (P < .001) was a negative prognostic factor on multivariate analysis.	Patients with EPSCC usually experienced short survival, often with early distant metastasis. Although PCI was associated with improved overall survival, brain metastasis was less frequent than in patients with SCLC, and therefore the potential benefit of PCI was less than in patients with SCLC. Definitive chemoradiotherapy was associated with better outcomes and should be delivered whenever feasible.",Human-non-RCT-non-drug-intervention
1632,15175528,Tobacco control,Reducing tobacco addiction through tobacco product regulation.,Tobacco product regulation has the potential to help reduce tobacco attributable disease by reducing the toxicity of these products and by reducing the prevalence of tobacco use and addiction.,Non-systematic-review
1633,28645717,Vaccine,Surveillance of pneumococcal colonization and invasive pneumococcal disease reveals shift in prevalent carriage serotypes in Massachusetts' children to relatively low invasiveness.,"Following the introduction of pneumococcal conjugate vaccines (PCV), overall nasopharyngeal colonization rates have not changed significantly, however a dramatic and sustained decline in invasive pneumococcal disease (IPD) in children was observed in every setting where the PCVs were implemented. We aimed to describe the differences in invasive disease potential of serotypes that are common colonizers in pre- and post-vaccine eras in order to provide further insight in our understanding of dynamic epidemiology of pneumococcal diseases.	Using data from surveillance of nasopharyngeal carriage and enhanced surveillance for IPD, a serotype specific 'invasive capacity (IC)' was computed by dividing the incidence of IPD due to serotype x by the carriage prevalence of that same serotype in children <7years of age in Massachusetts. We have evaluated the serotype specific invasive capacity in two periods; pre-PCV13 (2001/02, 2003/04, 2006/07, 2008/09) and post-PCV13 (2010/11 and 2013/14), and by age groups; <24monthsvs. ≥24months.	An approximate 50-fold variation in the point estimate was observed between the serotypes having the highest (7F, 38, 19A, 3, 33F) and the lowest (6C, 35B, 21, 11A, 23B and 23A) computed serotype specific invasive disease potential. In the post-PCV13 era (6C, 35B, 11A, 23B and 23A), 5 of the 7 most common serotypes colonizing the nasopharynx were serotypes with the lowest invasive capacity. Serotype specific invasive capacity trended down in older children for majority of the serotypes, and serotypes 3, 10A and 19A had significantly lower invasive capacity in children older than 24months of age compared to younger children.	Invasive capacity differs among serotypes and likely by age. Point estimates of IC for most of the common serotypes colonizing children in Massachusetts in post-PCV13 era were low and likely explain the continued reduction in IPD from the pre-PCV era in the absence of specific protection against these serotypes.",Human-non-RCT-drug-intervention
1634,36563534,Journal of behavior therapy and experimental psychiatry,Does fear reduction predict treatment response to exposure for social anxiety disorder?,"Fear activation and reduction have traditionally been considered important mechanisms of exposure therapy. Evidence to date is mixed and impeded by inadequate methodology. This study examined the extent to which fear activation and reduction within and across exposures predicted treatment outcomes for social anxiety disorder within a paradigm suitable for their measurement.	Sixty-eight adults with social anxiety disorder and fear of public speaking completed seven exposure sessions, each consisting of seven speeches conducted in virtual reality. Exposures were identical in duration, task requirements, and virtual public speaking situation. Fear was measured with skin conductance and subjective distress ratings. At baseline and post-treatment, participants completed a public speaking behavioral approach test with a panel of confederate judges; subjective fear was measured. A standardized questionnaire of anxiety symptoms was administered at baseline, post-treatment, and one-month follow-up.	No indices of within- or between-session fear reduction, measured by subjective distress and skin conductance response, predicted treatment outcome. One measure of fear activation was associated with outcomes such that less activation predicted greater symptom reduction; remaining indices did not predict outcomes.	Data were collected in the context of a randomized controlled trial of scopolamine; drug group was included in analytic models to account for drug influence. VR exposures elicited mild levels of distress that may underestimate levels of distress in clinical settings.	Findings failed to support fear activation or reduction within or across exposure sessions as significant predictors of treatment outcome for social anxiety. Treatment implications are discussed.",Human-non-RCT-non-drug-intervention
1635,30691779,Pediatric neurology,Prognostic Value of Electroencephalography in Hypothermia-Treated Neonates With Hypoxic-Ischemic Encephalopathy: A Meta-Analysis.,"Electroencephalography (EEG) background activity is associated with neurological outcome in neonates with hypoxic-ischemic encephalopathy. There is uncertainty about the prognostic value of EEG background activity after hypothermia was introduced.	Searches were made on Pubmed, Embase, and the Cochrane Library, from inception to March 1, 2018. Pooled sensitivities and specificities were calculated to assess the diagnostic power of burst suppression, low voltage, and flat trace background activities in the prediction of an adverse neurological outcome in the follow-up period in hypothermia-treated neonates with hypoxic-ischemic encephalopathy. I[2] was used to assess heterogeneity, and meta-regression was done to explore the source of heterogeneity.	Eighteen studies with 940 neonates were included. Pooled sensitivities and specificities in predicting the combination of death and neurodevelopmental impairment were burst suppression (sensitivity 0.87 [95% confidence interval (CI) 0.79 to 0.93], specificity 0.60 [95% CI 0.44 to 0.74]), low voltage (sensitivity 0.84 [0.75 to 0.90], specificity 0.80 [0.58 to 0.92]), and flat trace (sensitivity 0.85 [0.75 to 0.92], specificity 0.94 [0.77 to 0.99]). Subgroup analysis revealed the sensitivities of background patterns obtained after 24 hours of life were higher than those within age 24 hours, whereas the specificities were just the reverse. Flat trace performed best on sensitivity 0.93 (0.60 to 0.99) and specificity 0.90 (0.64 to 0.98) in predicting death. Burst suppression demonstrated the highest sensitivity 0.87 (0.58 to 0.97) and flat trace performed best on specificity 0.85 (0.60 to 0.96) in predicting neurodevelopmental impairment.	EEG background activity is predictive of long-term neurological outcome in hypothermia-treated neonates with hypoxic-ischemic encephalopathy. Burst suppression, low voltage, and flat trace are potential predictors of death or neurodevelopmental impairment.",Human-systematic-review
1636,17959504,Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference,Towards a method to study neurorobotic control in a rat model of spinal cord injury.,"Neurorobotic control of prosthetic devices may bea viable therapeutic intervention that provides spinal cord injury patients with the ability to use the neuronal activity of populations of single neurons to control an external device (i.e.cursor on a computer screen or robotic arm). However, we are limited by our understanding of how spinal cord injury alters the ability of these neurons to convey information about the intention to move. Therefore, there is a need to develop animal models that 1) describe how population of single neurons encode information about different behavioral tasks (skilled vs.unskilled), 2) determine how this encoding is modulated by spinal cord injury and 3) perform neurorobotic control after spinal cord injury. To address the first question, we developed a rat model of spinal cord transection to evaluate the effects of the injury on the neuronal activity related to hindlimb activity. The model consists of training the rat to press a pedal with its hindlimbs. This paper describes the method that defines both the magnitude and latency of a neuron's activity in terms of its Peri-Event Histogram relative to the animal's movements during the task. The method provides a means by which changes in neural activation can be correlated with changes in behavior.",Animal-other
1637,12854756,Journal of neurosurgery,Neuroprotective activity of tamoxifen in permanent focal ischemia.,"The authors have previously shown that tamoxifen is effective in protecting brain tissue from ischemic injury in a rat model of reversible focal ischemia. In this study the authors tested whether similar protective effects are found in a rat model of permanent focal ischemia (permanent middle cerebral artery [MCA] occlusion).	Tamoxifen (20 mg/kg) was given either before or at 1, 3, or 6 hours after permanent MCA occlusion in rats, with sustaining doses given every 12 hours thereafter. The median infarct volume measured after 72 hours was 113 mm3 for the vehicle (dimethyl sulfoxide) groups, compared with 31 mm3 for pretreatment, and 14, 27, and 98 mm3 for treatment beginning at 1, 3, and 6 hours, respectively, after permanent MCA occlusion. The infarct reductions in the pretreated and 1- and 3-hour post-MCA occlusion treatment groups were statistically significant (p < 0.05). At 3 hours after permanent MCA occlusion, tamoxifen also significantly reduced the infarct size at a lower dose of 5 mg/kg but not at 1 mg/kg; the same sustaining doses of 5 and 1 mg/kg were given every 12 hours.	Tamoxifen is as effective in a permanent model of focal ischemia as it is in the reversible model, and the therapeutic window of 3 hours after initiation of ischemia is identical. This effectiveness is likely due to several properties of the drug, including its known ability to cross the blood-brain barrier. Because tamoxifen has been administered safely in humans for treatment of gliomas at similarly high doses to those used in this study, it may be clinically useful as a treatment for ischemic stroke.",Animal-drug-intervention
1638,27785533,Social psychiatry and psychiatric epidemiology,Who is going to rescue the rescuers? Post-traumatic stress disorder among rescue workers operating in Greece during the European refugee crisis.,"During the European refugee crisis, numerous Greek and international rescue workers are operating in Lesvos, offering search, rescue, and first aid services. Exposure to stressful life events while engaging in this rescue work can result in developing Post-Traumatic Stress Disorder (PTSD). The study aimed to assess the prevalence of PTSD and explore potential differences between different categories of rescuers.	A cross-sectional study was conducted among 217 rescue workers. Participants were grouped according to affiliation: 'Greek Professionals Rescuers/GPR', 'International Professionals Rescuers/IPR' and 'Volunteer Rescuers/VR'. The PTSD Checklist-Civilian Version (PCL-C) was utilized. All tests were two-tailed (a = 0.05). Mann-Whitney, Kruskal-Wallis, and multivariate logistic regression were performed.	Overall probable PTSD prevalence found was 17.1%. Rates varied significantly per rescuer's category; 23.1% in GPR, 11.8% in IPR, and 14.6% in VR (p = 0.02). GPR demonstrated the highest risk compared to IPR and VR (p < 0.001). Females had approximately two times higher risk. Other significant risk factors included marital status, age, and number of children. Lack of previous experience, longer operation period, longer shift hours, and handling dead refugees and dead children were also considered major risk factors.	Rescue workers providing substantial aid to the refugees and migrants at Lesvos experience significant psychological distress. The present findings indicate the urgent need for targeted interventions. Further studies are needed to address long-term effects of the refugee crisis on rescuers, and explore effective measures to prevent PTSD.",Remaining
1639,17880018,Journal of clinical apheresis,Plasmapheresis for hemolytic crisis and impending acute liver failure in Wilson disease.,Wilsonian crisis is fatal unless copper removal is initiated early and liver transplantation is performed for patients that fulfill criteria for a poor outcome. We report a patient presenting with severe hemolysis and impending acute liver failure that made a rapid recovery with prompt initiation of plasmapheresis and chelation therapy. Rapid copper removal by plasmapheresis alleviated hemolysis and liver injury. A review of the literature was performed examining the use of plasmapheresis and albumin dialysis with continuous veno-venous hemodialysis or molecular adsorbents and recirculating system.,Non-systematic-review
1640,19812460,Alzheimer disease and associated disorders,"Computer-based cognitive training for mild cognitive impairment: results from a pilot randomized, controlled trial.","We performed a pilot randomized, controlled trial of intensive, computer-based cognitive training in 47 subjects with mild cognitive impairment. The intervention group performed exercises specifically designed to improve auditory processing speed and accuracy for 100 min/d, 5 d/wk for 6 weeks; the control group performed more passive computer activities (reading, listening, visuospatial game) for similar amounts of time. Subjects had a mean age of 74 years and 60% were men; 77% successfully completed training. On our primary outcome, Repeatable Battery for Assessment of Neuropsychological Status total scores improved 0.36 standard deviations (SD) in the intervention group (P=0.097) compared with 0.03 SD in the control group (P=0.88) for a nonsignificant difference between the groups of 0.33 SD (P=0.26). On 12 secondary outcome measures, most differences between the groups were not statistically significant. However, we observed a pattern in which effect sizes for verbal learning and memory measures tended to favor the intervention group whereas effect sizes for language and visuospatial function measures tended to favor the control group, which raises the possibility that these training programs may have domain-specific effects. We conclude that intensive, computer-based mental activity is feasible in subjects with mild cognitive impairment and that larger trials are warranted.",Human-RCT-non-drug-intervention
1641,19653970,The Journal of clinical psychiatry,Partial responders to antidepressant treatment: switching strategies.,"In the STAR*D trial, approximately two thirds of patients with depression did not remit after the initial antidepressant monotherapy treatment. The most favorable option for antidepressant nonresponders is switching medications. Partial responders may prefer augmenting the initial medication with a second agent, but in some cases, such as when intolerable adverse events occur, switching may be the appropriate strategy. Methods for switching vary and choosing the appropriate approach will depend on factors such as whether or not the new medication is in the same antidepressant class as the initial agent, the potential for drug interactions, and the severity of side effects.",Non-systematic-review
1642,2562495,The Journal of neuropsychiatry and clinical neurosciences,The clinical utility of pharmacological agents that act at serotonin receptors.,"The past decade has seen important advances in the clinical utility of serotonergic agents. The putative novel anxiolytic effects of 5-HT1A partial agonists such as buspirone, the antidepressant effects of selective serotonin (5-HT) uptake blockers such as fluoxetine, and the unique and potent antiemetic effects of 5-HT3 antagonists in cancer chemotherapy are excellent examples of the clinical relevance of selective 5-HT receptor agents. The increasing ability to modulate serotonergic neurotransmission through distinct 5-HT receptor subtypes should greatly facilitate the analysis of 5-HT in both normal and abnormal human brain function.",Non-systematic-review
1643,32797987,World neurosurgery,Only Spinal Fixation as Surgical Treatment of Cervical Myelopathy Related to Ossified Posterior Longitudinal Ligament: Review of 52 Cases.,"Ossification of the posterior longitudinal ligament (OPLL) is a hyperostotic condition resulting in a progressive narrowing of the spinal canal and subsequent neurologic deficits. Although systemic and local factors in combination with genetic abnormality have been considered in its etiopathogenesis, OPLL remains a poorly understood pathology. Surgical management of OPLL and the choice of the most appropriate treatment are still controversial issues. Here the authors report a series of OPLL-affected patients treated by 'only-fixation' technique.	Between June 2012 and June 2019, 52 patients having OPLL were treated by a surgical strategy involving only spinal fixation without any form of bone or soft tissue decompression. Facetal fixation for both the atlantoaxial and subaxial spine formed the basis of the surgical treatment. Clinical parameters, analysis of video recordings before and after surgery, and patient self-assessment were included in the analysis of outcome.	During the mean follow-up period there was an immediate postoperative and progressive recovery in symptoms in 51 patients. Of 14 patients who were wheelchair bound before surgery, 12 walked independently on follow-up assessment of 6 months. All patients had successful arthrodesis in the surgically treated segments. There were no infective- or implant-related complications.	Decision making in the surgical management of cervical OPLL is still controversial. The concept of spinal instability has been shown to be a nodal point in the pathogenesis of OPLL, and 'only-spinal fixation' can be considered a rationale for an appropriate surgical treatment.",Human-non-RCT-non-drug-intervention
1644,17435928,"Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999)",Is psychiatric reform a strategy for reducing the mental health budget? The case of Brazil.,"To investigate trends in the provision of mental health services and financing in Brazil.	Data from DATASUS (the Brazilian Unified Health Computerized System) with free access in the web were collected regarding the number of beds, the development of new community centers, the number of mental health professionals, and costs involved from 1995 to 2005.	In ten years, the number of psychiatric beds decreased 41% (5.4 to 3.2 per 10,000 inhabitants) while community services have increased nine-fold (0.004 to 0.037 per 10,000 inhabitants). Psychologists and social workers have accounted for three and two-fold, respectively, as much hirings as psychiatrists. Psychiatric admissions accounted for 95.5% of the budget in 1995 and 49% in 2005, and the expenses with community services and medication have increased 15% each. As a whole, the expenses in mental health decreased by 26.7% (2.66 to 1.95 US$ per capita).	There has been a clear switch from hospital to community psychiatric care in Brazil, where the system can now provide a diversity of treatments and free access to psychotropics. However, the coverage of community services is precarious, and the reform was not accompanied by an increased public investment in mental health. The psychiatric reform is not a strategy for reducing costs; it necessarily implies increasing investments if countries decide to have a better care of those more disadvantaged.",Remaining
1645,28760387,Progress in neuro-psychopharmacology & biological psychiatry,The role of Th17 cells in auto-inflammatory neurological disorders.,"The role of T helper 17 (Th17) cells in auto-inflammatory neurological disorders such as Multiple Sclerosis (MS), Alzheimer's disease (AD), Parkinson's disease (PD) and schizophrenia has not been clarified completely. Th17-derived pro-inflammatory cytokines including IL-17, IL-21, IL-22, IL-23, GM-CSF, and IFN-γ have a critical role in the pathogenesis of these disorders. In this review, we demonstrate the role of Th17 cells and their related cytokines in the immunopathology of above-mentioned disorders to get a better understanding of neuroinflammatory mechanisms mediated by Th17 cells associated with events leading to neurodegeneration.",Non-systematic-review
1646,22956694,Journal of the American Board of Family Medicine : JABFM,Enhancing electronic health record measurement of depression severity and suicide ideation: a Distributed Ambulatory Research in Therapeutics Network (DARTNet) study.,"Depression is a leading cause of morbidity worldwide. The majority of treatment for depression occurs in primary care, but effective care remains elusive. Clinical decision making and comparative studies of real-world antidepressant effectiveness are limited by the absence of clinical measures of severity of illness and suicidality.	The Distributed Ambulatory Research in Therapeutics Network (DARTNet) was engaged to systematically collect data using the 9-item Patient Health Questionnaire (PHQ-9) at the point of care. We used electronic health records (EHRs) and the PHQ-9 to capture, describe, and compare data on both baseline severity of illness and suicidality and response and suicidality after diagnosis for depressed patients in participating DARTNet practices.	EHR data were obtained for 81,028 episodes of depression (61,464 patients) from 14 clinical organizations. Over 9 months, data for 4900 PHQ-9s were collected from 2969 patients in DARTNet practices (this included 1892 PHQ-9s for 1019 adults and adolescents who had at least one depression diagnosis). Only 8.3% of episodes identified in our depression cohort had severity of illness information available in the EHR. For these episodes, considerable variation existed in both severity of illness (32.05% with no depression, 26.89% with minimal, 19.54% with mild, 12.04% with moderate, and 9.47% with severe depression) and suicidality (69.43% with a score of 0, 22.58% with a score of 1, 4.97% with a score of 2, and 3.02% with a score of 3 on item 9 of the PHQ-9). Patients with an EHR diagnosis of depression and a PHQ-9 (n = 1019) had similar severity but slightly higher suicidality levels compared with all patients for which PHQ-9 data were available. The PHQ-9 showed higher sensitivity for identifying depression response and emergent (after diagnosis) severity and suicidality; 25% to 30% of subjects had some degree of suicidal thought at some point in time according to the PHQ-9.	This study demonstrated the value of adding PHQ-9 data and prescription fulfillment data to EHRs to improve diagnosis and management of depression in primary care and to enable more robust comparative effectiveness research on antidepressants.",Remaining
1647,18008327,The International journal of eating disorders,Prospective associations between depressive symptoms and eating disorder symptoms among adolescent girls.,"Although eating disorders are frequently associated with depression, evidence regarding which problem predicts the other is conflicting, and little research has addressed the developmental course of this relation. This study examined longitudinal associations between depression and eating pathology across adolescence.	Participants were 754 girls participating in the community-based Minnesota Twin Family Study. Depressive symptoms and eating pathology were assessed at approximately ages 11, 14, and 17.	As expected, substantial continuity in both eating pathology and depressive symptoms occurred across time. Analysis of cross-lag paths controlling for earlier levels of symptoms indicated that overall levels of eating pathology predicted later depressive symptoms from 11 to 14 and from 14 to 17.	Adolescent girls with high levels of eating-related pathology appear to be at risk for later depression.",Remaining
1648,8332920,Social science & medicine (1982),Knowledge for use: anthropology and community-centered substance abuse research.,"The anthropological world has changed. The ethnographic Other is no longer available and pliant, awaiting anthropological representation, but has acquired a voice of his/her own. As a result, anthropology is faced with a dilemma. What is to be the anthropological role in this transformed world? Two alternatives are examined. The first, postmodernism, stresses the development of experimental ethnographic texts that inscribe the voice of the transformed Other. Noting the weaknesses of the postmodern 'solution,' this paper proposes community-centered research as a more appropriate response to contemporary social realities. In this approach, the anthropologist seeks collaboration with the Other in the struggle for self-determination. Illustration is provided with the case study of anthropologists employed in a Puerto Rican community based organization (CBO), with specific reference to the emergence and development of the substance abuse prevention and treatment work of this CBO. While noting the difficulties of this role, the paper argues that scholarly activism, a model adopted from the Third World, is well suited to the postmodern world.",Remaining
1649,6224838,Journal of affective disorders,Validation of a Hamilton subscale for endogenomorphic depression.,"The current study examined the validity of a subscale for endogenomorphic depression derived from the Hamilton Rating Scale for Depression. In a sample of 147 women outpatients with primary depression, subscale (HES) scores were bimodally distributed around the mean score of 7.38. High-HES patients had significantly elevated scores on measures of depressive symptomatology, generalized symptomatic distress, and social impairment relative to low-HES patients. Classifications based on HES scores significantly predicted RDC and DSM-III subtype diagnoses of endogenous and nonendogenous depression. Diagnostic predictions based on the subscale's items were superior to predictions made using the 'non-endogenomorphic' Hamilton items. Potential applications for research are discussed.",Remaining
1650,2956306,Journal of affective disorders,Clinical variables and hypothalamic-pituitary-adrenal function in depression. The importance of mood reactivity.,"Forty outpatients with major depressive disorder were studied with the 1 mg DST and the Afternoon Cortisol Test. No relationship was found between hypothalamic-pituitary-adrenal (HPA) axis function and Research Diagnostic Criteria subtypes of depression, with the exception of higher log post-dexamethasone cortisol levels in endogenous depressives. Patients with mood reactivity had lower cortisol values on all assessments. The data suggest that the presence of mood reactivity may be useful as a predictor of normal HPA function in depression.",Remaining
1651,31507272,Medical science monitor : international medical journal of experimental and clinical research,Clustering of Mental and Physical Comorbidity and the Risk of Frailty in Patients Aged 60 Years or More in Primary Care.,"BACKGROUND This study aimed to identify the clustering of comorbidities, cognitive, and mental factors associated with increased risk of pre-frailty and frailty in patients ≥60 years in a primary healthcare setting in eastern Croatia. MATERIAL AND METHODS There were 159 patients included in the cluster analysis who were ≥60 years and who underwent four-month follow-up. The first cluster contained 50 patients, the second cluster contained 74 patients, and the third cluster contained 35 patients. Clinical parameters were identified from electronic health records and patient questionnaires. Laboratory tests, anthropometric measurements, the number of chronic diseases, the number of prescribed medications were recorded. Frailty was determined using the five criteria of Fried's phenotype -model. Levels of anxiety and depression were recorded using the Geriatric Anxiety Scale (GAS) and the Geriatric Depression Scale (GDS), and the Mini-Mental State Examination (MMSE) score assessed cognitive impairment. Logistic regression models were used to identify predictors of frailty and pre-frailty. RESULTS Three overlapping clusters of phenotypes predicted frailty, and included obesity (n=50), multimorbidity with mental impairment (n=74), and decline in renal function with cognitive impairment (n=35). The predictors of outcome included increasing age, number of chronic diseases, inflammation, anemia, anxiety, and cognitive impairment, and reduced muscle mass. CONCLUSIONS In patients ≥60 years in a primary healthcare setting, multimorbidity predictors of pre-frailty and frailty included a decline in cognitive function and renal function.",Remaining
1652,8749893,Schizophrenia bulletin,"Treatment outcomes in schizophrenia: implications for practice, policy, and research.","Outcomes research on treatments for schizophrenia has identified a number of efficacious interventions. The degree to which such scientific knowledge influences the care delivered in everyday practice depends on a large number of patient, practitioner, service system, and other social factors. The current atmosphere for change in the health care delivery system poses both risks and opportunities to improve care for persons with this disorder. Scientific knowledge about treatment outcomes must inform this rapid evolution of practice, policy, and research to ensure that effective treatments are preserved and available for all who need them and that new treatments continue to be developed, evaluated, and disseminated.",Non-systematic-review
