idx,pmid,journal_name,title,abstract,accepted_label,multi_label,binary_label
2329,rayyan-1277757078,Neurology,Evolution of clinical features in possible DLB depending on FP-CIT SPECT result,"OBJECTIVE: To test the hypothesis that core and suggestive features in possible dementia with Lewy bodies (DLB) would vary in their ability to predict an abnormal dopamine transporter scan and therefore a follow-up diagnosis of probable DLB. A further objective was to assess the evolution of core and suggestive features in patients with possible DLB over time depending on the (123)I-FP-CIT SPECT scan result. METHODS: A total of 187 patients with possible DLB (dementia plus one core or one suggestive feature) were randomized to have dopamine transporter imaging or to follow-up without scan. DLB features were compared at baseline and at 6-month follow-up according to imaging results and follow-up diagnosis. RESULTS: For the whole cohort, the baseline frequency of parkinsonism was 30%, fluctuations 29%, visual hallucinations 24%, and REM sleep behavior disorder 17%. Clinician-rated presence of parkinsonism at baseline was significantly (p = 0.001) more frequent and Unified Parkinson's Disease Rating Scale (UPDRS) score at baseline was significantly higher (p = 0.02) in patients with abnormal imaging. There was a significant increase in UPDRS score in the abnormal scan group over time (p < 0.01). There was relatively little evolution of the rest of the DLB features regardless of the imaging result. CONCLUSIONS: In patients with possible DLB, apart from UPDRS score, there was no difference in the evolution of DLB clinical features over 6 months between cases with normal and abnormal imaging. Only parkinsonism and dopamine transporter imaging helped to differentiate DLB from non-DLB dementia.",Human-RCT-non-intervention,13,0
2330,rayyan-1277753396,Am J Psychiatry,"Differential effects of aripiprazole on D(2), 5-HT(2), and 5-HT(1A) receptor occupancy in patients with schizophrenia: a triple tracer PET study","OBJECTIVE: Aripiprazole has a unique pharmacological profile that includes partial agonism at D(2) receptors, antagonism at 5-HT(2) receptors, and partial agonism at 5-HT(1A) receptors. The authors conducted a positron emission tomography (PET) study to characterize the simultaneous effects of aripiprazole at the D(2), 5-HT(2), and 5-HT(1A) receptors in patients with schizophrenia or schizoaffective disorder. METHOD: Twelve patients who had previously received antipsychotic treatment were randomly assigned to receive 10 mg, 15 mg, 20 mg, or 30 mg of aripiprazole. After at least 14 days of treatment, participants underwent high-resolution PET scans using [(11)C]raclopride, [(18)F]setoperone, and [(11)C]WAY100635. RESULTS: Very high occupancy was observed at striatal D(2) receptors (average putamen, 87%; caudate, 93%; and ventral striatum, 91%), lower occupancy at 5-HT(2) receptors (54%-60%), and even lower occupancy at 5-HT(1A) receptors (16%). D(2) occupancy levels were significantly correlated with plasma drug concentrations, and even the lowest dose (10 mg) led to 85% D(2) occupancy. Extrapyramidal side effects were seen only in two of the four participants with occupancies exceeding 90%. CONCLUSIONS: Aripiprazole exhibits a unique occupancy profile as compared with other conventional and atypical antipsychotics. The threshold for response appears to be higher than 60%, extrapyramidal side effects appear to be uncommon even at occupancies that exceed the conventional extrapyramidal side effects threshold of 80%, and 5-HT(2) occupancy is lower than D(2) occupancy. Implications for aripiprazole's mechanism of action are discussed.",Human-RCT-non-intervention,13,0
2331,32530426,Lancet Infect Dis,Pay-it-forward gonorrhoea and chlamydia testing among men who have sex with men in China: a randomised controlled trial,"BACKGROUND: WHO recommends that men who have sex with men (MSM) receive gonorrhoea and chlamydia testing, but many evidence-based preventive services are unaffordable. The pay-it-forward strategy offers an individual a gift (eg, a test for sexually transmitted diseases) and then asks whether they would like to give a gift (eg, a future test) to another person. This study examined the effectiveness of a pay-it-forward programme to increase gonorrhoea and chlamydia testing among MSM in China. METHODS: We did a randomised controlled superiority trial at three HIV testing sites run by MSM community-based organisations in Guangzhou and Beijing, China. We included MSM aged 16 years or older who were seeking HIV testing and met indications for gonorrhoea and chlamydia testing. Restricted randomisation was done using computer-generated permuted blocks. 30 groups were randomised into three arms (1:1:1): a pay-it-forward arm in which men were offered free gonorrhoea and chlamydia testing and then asked whether they would like to donate for testing of prospective participants, a pay-what-you-want arm in which men were offered free testing and given the option to pay any desired amount for the test, and a standard-of-care arm in which testing was offered at ¥150 (US$22). There was no masking to arm assignment. The primary outcome was gonorrhoea and chlamydia test uptake ascertained by administrative records. We used generalised estimating equations to estimate intervention effects with one-sided 95% CIs and a prespecified superiority margin of 20%. The trial is registered with ClinicalTrials.gov, NCT03741725. FINDINGS: Between Dec 8, 2018, and Jan 19, 2019, 301 men were recruited and included in the analysis. 101 were randomly assigned to the pay-it-forward group, 100 to the pay-what-you-want group, and 100 to the standard-of-care group. Test uptake for gonorrhoea and chlamydia was 56% (57 of 101 participants) in the pay-it-forward arm, 46% (46 of 100 participants) in the pay-what-you-want arm, and 18% (18 of 100 participants) in the standard-of-care arm. The estimated difference in test uptake between the pay-it-forward and standard-of-care group was 38·4% (95% CI lower bound 28·4%). Among men in the pay-it-forward arm, 54 of 57 (95%) chose to donate to support testing for others. INTERPRETATION: The pay-it-forward strategy can increase gonorrhoea and chlamydia testing uptake among Chinese MSM and could be a useful tool for scaling up preventive services that carry a mandatory fee. FUNDING: US National Institute of Health; Special Programme for Research and Training in Tropical Diseases, sponsored by UNICEF, UNDP, World Bank, and WHO; the National Key Research and Development Program of China; Doris Duke Charitable Foundation; and Social Entrepreneurship to Spur Health.",Human-RCT-non-intervention,13,0
2332,rayyan-1277751893,Eur Psychiatry,Personality abnormality in severe mental illness and its influence on outcome of intensive and standard case management: a randomised controlled trial,One hundred fifty-five (77%) of 201 participants recruited in a trial of intensive vs standard case management of patients with recurrent psychotic illness had their personality status measured before treatment and were followed up for two years. The primary outcome was the total number of days spent in psychiatric hospitalisation in the two years following randomisation. Thirty-three (21%) of the patients had a personality disorder and their duration of hospital stay (105 days) was greater than in those without personality disorder (56 days). There was weak evidence that intensive case management more effective in reducing the duration of care in those with personality disorder than in those without personality disorder.,Human-RCT-non-intervention,13,0
2333,28063795,Lancet Infect Dis,Effect of new tuberculosis diagnostic technologies on community-based intensified case finding: a multicentre randomised controlled trial,"BACKGROUND: Inadequate case detection results in high levels of undiagnosed tuberculosis in sub-Saharan Africa. Data for the effect of new diagnostic tools when used for community-based intensified case finding are not available, so we investigated whether the use of sputum Xpert-MTB/RIF and the Determine TB LAM urine test in two African communities could be effective. METHODS: In a pragmatic, randomised, parallel-group trial with individual randomisation stratified by country, we compared sputum Xpert-MTB/RIF, and if HIV-infected, the Determine TB LAM urine test (novel diagnostic group), with laboratory-based sputum smear microscopy (routine diagnostic group) for intensified case finding in communities with high tuberculosis and HIV prevalence in Cape Town, South Africa, and Harare, Zimbabwe. Participants were randomly assigned (1:1) to these groups with computer-generated allocation lists, using culture as the reference standard. In Cape Town, participants were randomised and tested at an Xpert-equipped mobile van, while in Harare, participants were driven to a local clinic where the same diagnostic tests were done. The primary endpoint was the proportion of culture-positive tuberculosis cases initiating tuberculosis treatment in each study group at 60 days. This trial is registered at ClinicalTrials.gov, number NCT01990274. FINDINGS: Between Oct 18, 2013, and March 31, 2015, 2261 individuals were screened and 875 (39%) of these met the criteria for diagnostic testing. 439 participants were randomly assigned to the novel group and 436 to the routine group. 74 (9%) of 875 participants had confirmed tuberculosis. If late culture-based treatment initiation was excluded, more patients with culture-positive tuberculosis were initiated on treatment in the novel group at 60 days (36 [86%] of 42 in the novel group vs 18 [56%] of 32 in the routine group). Thus the difference in the proportion initiating treatment between groups was 29% (95% CI 9-50, p=0·0047) and 53% more patients initiated therapy in the novel diagnostic group than in the routine diagnostic group. One culture-positive patient was treated based only on a positive LAM test. INTERPRETATION: Compared with traditional tools, Xpert-MTB/RIF for community-based intensified case finding in HIV and tuberculosis-endemic settings increased the proportion of patients initiating treatment. By contrast, urine LAM testing was not found to be useful for intensive case finding in this setting. FUNDING: European and Developing Countries Clinical Trials Partnership and South African Medical Research Council.",Human-RCT-non-intervention,13,0
2334,rayyan-1277759655,JAMA Neurol,Clinical Effect of Early vs Late Amyloid Positron Emission Tomography in Memory Clinic Patients: The AMYPAD-DPMS Randomized Clinical Trial,"IMPORTANCE: Amyloid positron emission tomography (PET) allows the direct assessment of amyloid deposition, one of the main hallmarks of Alzheimer disease. However, this technique is currently not widely reimbursed because of the lack of appropriately designed studies demonstrating its clinical effect. OBJECTIVE: To assess the clinical effect of amyloid PET in memory clinic patients. DESIGN, SETTING, AND PARTICIPANTS: The AMYPAD-DPMS is a prospective randomized clinical trial in 8 European memory clinics. Participants were allocated (using a minimization method) to 3 study groups based on the performance of amyloid PET: arm 1, early in the diagnostic workup (within 1 month); arm 2, late in the diagnostic workup (after a mean [SD] 8 [2] months); or arm 3, if and when the managing physician chose. Participants were patients with subjective cognitive decline plus (SCD+; SCD plus clinical features increasing the likelihood of preclinical Alzheimer disease), mild cognitive impairment (MCI), or dementia; they were assessed at baseline and after 3 months. Recruitment took place between April 16, 2018, and October 30, 2020. Data analysis was performed from July 2022 to January 2023. INTERVENTION: Amyloid PET. MAIN OUTCOME AND MEASURE: The main outcome was the difference between arm 1 and arm 2 in the proportion of participants receiving an etiological diagnosis with a very high confidence (ie, ≥90% on a 50%-100% visual numeric scale) after 3 months. RESULTS: A total of 844 participants were screened, and 840 were enrolled (291 in arm 1, 271 in arm 2, 278 in arm 3). Baseline and 3-month visit data were available for 272 participants in arm 1 and 260 in arm 2 (median [IQR] age: 71 [65-77] and 71 [65-77] years; 150/272 male [55%] and 135/260 male [52%]; 122/272 female [45%] and 125/260 female [48%]; median [IQR] education: 12 [10-15] and 13 [10-16] years, respectively). After 3 months, 109 of 272 participants (40%) in arm 1 had a diagnosis with very high confidence vs 30 of 260 (11%) in arm 2 (P < .001). This was consistent across cognitive stages (SCD+: 25/84 [30%] vs 5/78 [6%]; P < .001; MCI: 45/108 [42%] vs 9/102 [9%]; P < .001; dementia: 39/80 [49%] vs 16/80 [20%]; P < .001). CONCLUSION AND RELEVANCE: In this study, early amyloid PET allowed memory clinic patients to receive an etiological diagnosis with very high confidence after only 3 months compared with patients who had not undergone amyloid PET. These findings support the implementation of amyloid PET early in the diagnostic workup of memory clinic patients. TRIAL REGISTRATION: EudraCT Number: 2017-002527-21.",Human-RCT-non-intervention,13,0
2335,rayyan-1277753893,Psychiatr Serv,A clinical trial comparing interviewer and computer-assisted assessment among clients with severe mental illness,"OBJECTIVE: Demographic, behavioral, and diagnostic information should routinely be collected from clients with severe mental illness, and data gathering should employ the most efficient techniques available. Surveys are increasingly conducted via Web-based computer-assisted interviewing (CAI), but this technique is not well validated for patients with severe mental illness. A randomized clinical trial of 245 clients was carried out to compare face-to face and computer-assisted interviewing (233 clients completed two surveys). METHODS: Self-report data were collected on demographic characteristics, substance abuse, risk behaviors for blood-borne diseases, trauma history, and posttraumatic stress disorder. Each client was assessed twice and randomly assigned to one of the four possible combinations of interviewer and computer (computer and computer, N=53; computer and interviewer, N=56; interviewer and computer, N=59; and interviewer and interviewer, N=65). The two formats were compared on feasibility, client preference, cost, reliability, convergent validity, and criterion validity. RESULTS: This study demonstrated the feasibility of CAI across a variety of inpatient and outpatient settings. All participants who began the CAI process completed the interview and responded to over 95% of the survey items. Participants liked using the computers as well as they liked face-to-face interviews, and they completed the CAI as quickly. CAI produced data as reliable and valid as face-to-face interviews produced and was less expensive, and results were available more quickly. The two formats were similar in criterion validity. CONCLUSIONS: CAI appears to be a viable technology for gathering clinical data from the population with severe mental illness and for transforming such information into a useful, quickly accessible form to aid in clinical decision making.",Human-RCT-non-intervention,13,0
2336,36472596,Jama,Effect of Timing by Endometrial Receptivity Testing vs Standard Timing of Frozen Embryo Transfer on Live Birth in Patients Undergoing In Vitro Fertilization: A Randomized Clinical Trial,"IMPORTANCE: Endometrial receptivity testing is purported to improve live birth following frozen embryo transfer by identifying the optimal embryo transfer time for an individual patient; however, data are conflicting. OBJECTIVE: To compare live birth from single euploid frozen embryo transfer according to endometrial receptivity testing vs standardized timing. DESIGN, SETTING, AND PARTICIPANTS: Double-blind, randomized clinical trial at 30 sites within a multicenter private fertility practice in the Eastern US. Enrollment was from May 2018 to September 2020; follow-up concluded in August 2021. Participants underwent in vitro fertilization, preimplantation genetic testing for aneuploidy, endometrial receptivity testing, and frozen embryo transfer. Those with euploid blastocyst(s) and an informative receptivity result were randomized. Exclusion criteria included recurrent pregnancy loss, recurrent implantation failure, surgically aspirated sperm, donor egg(s), and unmitigated anatomic uterine cavity defects. INTERVENTIONS: The intervention group (n = 381) underwent receptivity-timed frozen embryo transfer, with adjusted duration of progesterone exposure prior to transfer, if indicated by receptivity testing. The control group (n = 386) underwent transfer at standard timing, regardless of receptivity test results. MAIN OUTCOMES AND MEASURES: The primary outcome was live birth. There were 3 secondary outcomes, including biochemical pregnancy and clinical pregnancy. RESULTS: Among 767 participants who were randomized (mean age, 35 years), 755 (98%) completed the trial. All randomized participants were analyzed. The primary outcome of live birth occurred in 58.5% of transfers (223 of 381) in the intervention group vs 61.9% of transfers (239 of 386) in the control group (difference, -3.4% [95% CI, -10.3% to 3.5%]; rate ratio [RR], 0.95 [95% CI, 0.79 to 1.13]; P = .38). There were no significant differences in the intervention vs the control group for the prespecified secondary outcomes, including biochemical pregnancy rate (77.2% vs 79.5%, respectively; difference, -2.3% [95% CI, -8.2% to 3.5%]; RR, 0.97 [95% CI, 0.83 to 1.14]; P = .48) and clinical pregnancy rate (68.8% vs 72.8%, respectively; difference, -4.0% [95% CI, -10.4% to 2.4%]; RR, 0.94 [95% CI, 0.80 to 1.12]; P = .25). There were no reported adverse events. CONCLUSIONS AND RELEVANCE: Among patients for whom in vitro fertilization yielded a euploid blastocyst, the use of receptivity testing to guide the timing of frozen embryo transfer, compared with standard timing for transfer, did not significantly improve the rate of live birth. The findings do not support routine use of receptivity testing to guide the timing of embryo transfer during in vitro fertilization. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT03558399.",Human-RCT-non-intervention,13,0
2337,rayyan-1277756119,Neurology,Variations in EEG discharges predict ADHD severity within individual Smith-Lemli-Opitz patients,"OBJECTIVE: We sought to examine the prevalence of EEG abnormalities in Smith-Lemli-Opitz syndrome (SLOS) as well as the relationship between interictal epileptiform discharges (IEDs) and within-subject variations in attentional symptom severity. METHODS: In the context of a clinical trial for SLOS, we performed cross-sectional and repeated-measure observational studies of the relationship between EEG findings and cognitive/behavioral factors on 23 children (aged 4-17 years). EEGs were reviewed for clinical abnormalities, including IEDs, by readers blinded to participants' behavioral symptoms. Between-group differences in baseline characteristics of participants with and without IEDs were analyzed. Within-subject analyses examined the association between the presence of IEDs and changes in attention-deficit/hyperactivity disorder (ADHD) symptoms. RESULTS: Of 85 EEGs, 43 (51%) were abnormal, predominantly because of IEDs. Only one subject had documented clinical seizures. IEDs clustered in 13 subjects (57%), whereas 9 subjects (39%) had EEGs consistently free of IEDs. While there were no significant group differences in sex, age, intellectual disability, language level, or baseline ADHD symptoms, autistic symptoms tended to be more prevalent in the ""IED"" group (according to Autism Diagnostic Observation Schedule-2 criteria). Within individuals, the presence of IEDs on a particular EEG predicted, on average, a 27% increase in ADHD symptom severity. CONCLUSIONS: Epileptiform discharges are common in SLOS, despite a relatively low prevalence of epilepsy. Fluctuations in the presence of epileptiform discharges within individual children with a developmental disability syndrome may be associated with fluctuations in ADHD symptomatology, even in the absence of clinical seizures.",Human-RCT-non-intervention,13,0
2338,29790072,J Gen Intern Med,Effect of Social Comparison Feedback on Laboratory Test Ordering for Hospitalized Patients: A Randomized Controlled Trial,"BACKGROUND: Social comparison feedback is an increasingly popular strategy that uses performance report cards to modify physician behavior. Our objective was to test the effect of such feedback on the ordering of routine laboratory tests for hospitalized patients, a practice considered overused. METHODS: This was a single-blinded randomized controlled trial. Between January and June 2016, physicians on six general medicine teams at the Hospital of the University of Pennsylvania were cluster randomized with equal allocation to two arms: (1) those e-mailed a summary of their routine laboratory test ordering vs. the service average for the prior week, linked to a continuously updated personalized dashboard containing patient-level details, and snapshot of the dashboard and (2) those who did not receive the intervention. The primary outcome was the count of routine laboratory test orders placed by a physician per patient-day. We modeled the count of orders by each physician per patient-day after the intervention as a function of trial arm and the physician's order count before the intervention. The count outcome was modeled using negative binomial models with adjustment for clustering within teams. RESULTS: One hundred and fourteen interns and residents participated. We did not observe a statistically significant difference in adjusted reduction in routine laboratory ordering between the intervention and control physicians (physicians in the intervention group ordered 0.14 fewer tests per patient-day than physicians in the control group, 95% CI - 0.56 to 0.27, p = 0.50). Physicians whose absolute ordering rate deviated from the peer rate by more than 1.0 laboratory test per patient-day reduced their laboratory ordering by 0.80 orders per patient-day (95% CI - 1.58 to - 0.02, p = 0.04). CONCLUSIONS: Personalized social comparison feedback on routine laboratory ordering did not change targeted behavior among physicians, although there was a significant decrease in orders among participants who deviated more from the peer rate. TRIAL REGISTRATION: Clinicaltrials.gov registration: #NCT02330289.",Human-RCT-non-intervention,13,0
2339,rayyan-1277756056,J Clin Epidemiol,The Quick Mild Cognitive Impairment screen correlated with the Standardized Alzheimer's Disease Assessment Scale-cognitive section in clinical trials,"OBJECTIVES: The Alzheimer's Disease Assessment Scale-cognitive section and its standardized version (SADAS-cog) are the current standard for assessing cognitive outcomes in clinical trials of dementia. This study compares a shorter cognitive instrument, the Quick Mild Cognitive Impairment (Qmci) screen, with the SADAS-cog as outcome measures in clinical trials. STUDY DESIGN AND SETTING: The SADAS-cog, Qmci, Clinical Dementia Rating (CDR) scale, and the Lawton-Brady activities of daily living (ADL) scale were assessed at multiple time points, over 1 year in a multicenter randomized clinical trial of 406 patients with mild to moderate Alzheimer's dementia. Correlations were estimated using regression at each time point, all time points, and mean values across time. Responsiveness was assessed using the standardized response mean (SRM). RESULTS: Regression for pooled time points showed strong and significant correlation between the SADAS-cog and Qmci (r = -0.75, P < 0.001). Correlations remained strong for mean values across time and at each time point. The SADAS-cog and Qmci also correlated with CDR and ADL scores. There was no difference in SRMs between the SADAS-cog and Qmci [t(357) = -0.32, P = 0.75]. CONCLUSION: The Qmci correlated strongly with the SADAS-cog and both were equally responsive to deterioration. We suggest that clinicians and investigators can substitute the shorter Qmci for the SADAS-cog.",Human-RCT-non-intervention,13,0
2340,36443882,Trials,Comparison of intermittent screening (using ultra-sensitive malaria rapid diagnostic test) and treatment (using a newly registered antimalarial pyronaridine-artesunate-PYRAMAX®) to standard intermittent preventive treatment with sulfadoxine-pyrimethamine for the prevention of malaria in pregnant women living in endemic areas: ULTRAPYRAPREG,"BACKGROUND: Intermittent preventive treatment in pregnancy (IPTp) with sulfadoxine-pyrimethamine (SP) is an important malaria control strategy in sub-Saharan Africa. Indeed, it overcomes the risk of misdiagnosis due to low peripheral parasitemia during pregnancy by treating women with SP on predetermined schedules. However, over time, the spread of Plasmodium-resistant strains has threatened this strategy in many countries. As an alternative, the intermittent screening and treatment for pregnancy (ISTp) aims at a monthly screening of pregnant women, preferably by using very sensitive tests such as ultrasensitive rapid diagnostic tests (us-RDTs) and the treatment of positive cases with artemisinin-based combination therapy (ACT) regardless of the presence of symptoms. Unlike IPTp-SP, ISTp prevents overuse of antimalarials limiting the drug pressure on parasites, an advantage which can be potentiated by using an ACT like pyronaridine-artesunate (Pyramax®) that is not yet used in pregnant women in the field. METHODS: This study aims to compare the non-inferiority of ISTp using us-RDTs and Pyramax® versus IPTp-SP on malaria in pregnancy through a randomized clinical trial performed in Kisenso, Kinshasa, the Democratic Republic of the Congo, a malaria perennial transmission area. DISCUSSION: The results will be essential for the National Malaria Control Program to update the malaria prevention policy in pregnant women in the Democratic Republic of the Congo. TRIAL REGISTRATION: ClinicalTrials.gov NCT04783051.",Human-RCT-non-intervention,13,0
2341,36632763,Neuropsychopharmacol Rep,A diagnostic test to examine early improvement as a predictor of later response to lurasidone in bipolar depression,"INTRODUCTION: Kato et al. reported results of a 6-week, double-blind, randomized, placebo-controlled trial of lurasidone in adults with bipolar depression (BDep). AIM: We performed a post hoc analysis using data from the lurasidone trial to predict later responses from early improvements. METHODS: An early improvement was defined as a ≥20% reduction in Montgomery-Åsberg Depression Rating Scale (MADRS) total score at Week 2; response was defined as a ≥50% reduction in MADRS total score at Week 6; symptomatic remission were defined as a score of ≤8 on MADRS total score at Week 6. RESULTS: Both sensitivity and negative predictive value (NPV) were higher for the remission outcome than for the response outcome. The interpretation of sensitivity and NPV in the lurasidone group when remission is an outcome is as follows. It means (1) that, from all remitters at Week 6, 80.6% was identified as such at Week 2 on the basis of their early improvement and (2) that a patient showing non-improvement at 2 weeks had 93.5% probability of being a non-remitters at Week 6. However, the values of specificity for both response and remission in the lurasidone group were not high. CONCLUSION: Patients who did not show an early response at Week 2 cannot be predicted with a high probability to also show poor improvement at Week 6. In fact, some patients who did not show early response at 2 weeks might have marked improvement at 6 weeks.",Human-RCT-non-intervention,13,0
2342,rayyan-1277755883,J Clin Neurosci,"Validation of the Chinese version of the NUCOG cognitive screening tool in patients with epilepsy, dementia and other neurological disorders","We aimed to develop and validate a Chinese version of the Neuropsychiatry Unit Cognitive Assessment Tool (NUCOG) for use in Chinese-speaking subjects internationally. Patients and healthy controls were recruited from two hospitals between July and October 2012. Receiver operating characteristic (ROC) curves were utilized to test criterion validity. Convergent validity was assessed via correlations between NUCOG and the Mini-Mental State Examination (MMSE). Reliability was measured by internal consistency (Cronbach's α). Patients with epilepsy (n=144), neurological diseases (n=81), dementia (n=44), and controls (n=260) completed the NUCOG and the MMSE. Overall, both NUCOG and MMSE scores differed significantly across the four groups with the highest scores in the control group and the lowest in the dementia group (p<0.0001). The NUCOG scores could differentiate between patients with certain seizure types, stroke and transient ischemic attack. Compared to the MMSE, the NUCOG exhibited a higher area under the ROC curve. The convergent validity was substantially correlated, and internal consistency was very high (0.922). The Chinese version of NUCOG was demonstrated to be a sensitive and reliable screening tool for cognitive impairment in a Chinese-speaking population not only in China, but also in countries where there is a sizeable population of ethnic Chinese. Additionally, our study also showed the NUCOG could better differentiate cognitive function in patients with certain seizure types, stroke and transient ischemic attack than the MMSE. This potentially expands the clinical usefulness of NUCOG, enabling clinicians to measure the cognitive profile of patients with epilepsy and ischemic cerebrovascular diseases.",Human-RCT-non-intervention,13,0
2343,31337404,BMC Med,Delirium detection in older acute medical inpatients: a multicentre prospective comparative diagnostic test accuracy study of the 4AT and the confusion assessment method,"BACKGROUND: Delirium affects > 15% of hospitalised patients but is grossly underdetected, contributing to poor care. The 4 'A's Test (4AT, www.the4AT.com ) is a short delirium assessment tool designed for routine use without special training. The primary objective was to assess the accuracy of the 4AT for delirium detection. The secondary objective was to compare the 4AT with another commonly used delirium assessment tool, the Confusion Assessment Method (CAM). METHODS: This was a prospective diagnostic test accuracy study set in emergency departments or acute medical wards involving acute medical patients aged ≥ 70. All those without acutely life-threatening illness or coma were eligible. Patients underwent (1) reference standard delirium assessment based on DSM-IV criteria and (2) were randomised to either the index test (4AT, scores 0-12; prespecified score of > 3 considered positive) or the comparator (CAM; scored positive or negative), in a random order, using computer-generated pseudo-random numbers, stratified by study site, with block allocation. Reference standard and 4AT or CAM assessments were performed by pairs of independent raters blinded to the results of the other assessment. RESULTS: Eight hundred forty-three individuals were randomised: 21 withdrew, 3 lost contact, 32 indeterminate diagnosis, 2 missing outcome, and 785 were included in the analysis. Mean age was 81.4 (SD 6.4) years. 12.1% (95/785) had delirium by reference standard assessment, 14.3% (56/392) by 4AT, and 4.7% (18/384) by CAM. The 4AT had an area under the receiver operating characteristic curve of 0.90 (95% CI 0.84-0.96). The 4AT had a sensitivity of 76% (95% CI 61-87%) and a specificity of 94% (95% CI 92-97%). The CAM had a sensitivity of 40% (95% CI 26-57%) and a specificity of 100% (95% CI 98-100%). CONCLUSIONS: The 4AT is a short, pragmatic tool which can help improving detection rates of delirium in routine clinical care. TRIAL REGISTRATION: International standard randomised controlled trial number (ISRCTN) 53388093 . Date applied 30/05/2014; date assigned 02/06/2014.",Human-RCT-non-intervention,13,0
2344,rayyan-1277755983,Soc Psychiatry Psychiatr Epidemiol,"Genetic attributions and mental illness diagnosis: effects on perceptions of danger, social distance, and real helping decisions","Genetic essentialism suggests that beliefs in genetic causes of mental illness will inflate a desire for social distance from affected individuals, regardless of specific disorder. However, genetic contingency theory predicts that genetic attributions will lead to an increased desire for social distance only from persons with disorders who are perceived as dangerous. PURPOSE: To assess the interactive effect of diagnosis and attribution on social distance and actual helping decisions across disorders. METHODS: Undergraduate students (n = 149) were randomly assigned to read one of the six vignettes depicting a person affected by one of the three disorders (i.e., schizophrenia, bipolar disorder, or major depression) with either a genetic or environmental causal attribution for disorder. Participants completed measures of perceived dangerousness, social distance, empathic concern, familiarity with mental illness, and actual helping decisions. RESULTS: When provided with genetic attributions, participants' desire for social distance was greater for targets with schizophrenia relative to targets with depression or bipolar disorder. This effect was mediated by perceived dangerousness. The indirect effect of diagnosis on helping decisions, through social distance, was significant within the genetic attribution condition. CONCLUSION: Consistent with genetic contingency theory, genetic attributions for schizophrenia, but not affective disorders, lead to greater desire for social distance via greater perceived dangerousness. Further, results suggest that genetic attributions decrease the likelihood of helping people with schizophrenia, but have no effect on the likelihood of helping people with affective disorders. These effects are partially accounted for by desired social distance from people with schizophrenia.",Human-RCT-non-intervention,13,0
2345,rayyan-1277756382,J Cereb Blood Flow Metab,Quantification of [18F]DPA-714 binding in the human brain: initial studies in healthy controls and Alzheimer's disease patients,"Fluorine-18 labelled N,N-diethyl-2-(2-[4-(2-fluoroethoxy)phenyl]-5,7-dimethylpyrazolo[1,5-α]pyrimidine-3-yl)acetamide ([(18)F]DPA-714) binds to the 18-kDa translocator protein (TSPO) with high affinity. The aim of this initial methodological study was to develop a plasma input tracer kinetic model for quantification of [(18)F]DPA-714 binding in healthy subjects and Alzheimer's disease (AD) patients, and to provide a preliminary assessment whether there is a disease-related signal. Ten AD patients and six healthy subjects underwent a dynamic positron emission tomography (PET) study along with arterial sampling and a scan protocol of 150 minutes after administration of 250 ± 10 MBq [(18)F]DPA-714. The model that provided the best fits to tissue time activity curves (TACs) was selected based on Akaike Information Criterion and F-test. The reversible two tissue compartment plasma input model with blood volume parameter was the preferred model for quantification of [(18)F]DPA-714 kinetics, irrespective of scan duration, volume of interest, and underlying volume of distribution (VT). Simplified reference tissue model (SRTM)-derived binding potential (BPND) using cerebellar gray matter as reference tissue correlated well with plasma input-based distribution volume ratio (DVR). These data suggest that [(18)F]DPA-714 cannot be used for separating individual AD patients from healthy subjects, but further studies including TSPO binding status are needed to substantiate these findings.",Human-RCT-non-intervention,13,0
2346,2186274,N Engl J Med,The effect on test ordering of informing physicians of the charges for outpatient diagnostic tests,"We studied the effect of informing physicians of the charges for outpatient diagnostic tests on their ordering of such tests in an academic primary care medical practice. All tests were ordered at microcomputer workstations by 121 physicians. For half (the intervention group), the charge for the test being ordered and the total charge for tests for that patient on that day were displayed on the computer screen. The remaining physicians (control group) also used the computers but received no message about charges. The primary outcomes measured were the number of tests ordered and the charges for tests per patient visit. In the 14 weeks before the study, the number of tests ordered and the average charge for tests per patient visit were similar for the intervention and control groups. During the 26-week intervention period, the physicians in the intervention group ordered 14 percent fewer tests per patient visit than did those in the control group (P less than 0.005), and the charges for tests were 13 percent ($6.68 per visit) lower (P less than 0.05). The differences were greater for scheduled visits (17 percent fewer tests and 15 percent lower charges for the intervention group; P less than 0.01) than for unscheduled (urgent) visits (11 percent fewer tests and 10 percent lower charges; P greater than 0.3). During the 19 weeks after the intervention ended, the number of tests ordered by the physicians in the intervention group was only 7.7 percent lower than the number ordered by the physicians in the control group, and the charges for tests were only 3.5 percent lower (P greater than 0.3). Three measures of possible adverse outcomes--number of hospitalizations, emergency room visits, and outpatient visits during the study period and the following six months--were similar for the patients seen by the physicians in both groups. We conclude that displaying the charges for diagnostic tests significantly reduced the number and cost of tests ordered, especially for patients with scheduled visits. The effects of this intervention did not persist after it was discontinued.",Human-RCT-non-intervention,13,0
