idx,pmid,journal_name,title,abstract,keywords,accepted_label,multi_label,binary_label
1139,2787484,Neurosurgery,Respiratory epithelial cyst of the cerebellopontine angle.,"A case of a 29-year-old woman with a cystic lesion in the right cerebellopontine angle, who had three bouts of chemical meningitis in 1 year, is reported. The lesion proved to be a delicate, thin-walled cyst, in part with a squamous lining and in part with a respiratory epithelial (tall, columnar, ciliated, mucus-secreting) lining. Various possibilities to explain this unusual epithelium are explored.",,Human-case-report,4,0
1140,37414586,Journal of sleep research,Sleep-related rhythmic movement disorder in adults - A systematic review with a case report,"Sleep-related rhythmic movement disorder is characterised by stereotyped and repetitive rhythmic movements involving large muscle groups during sleep with frequencies between 0.5 and 2 Hz. Most of the published studies on sleep-related rhythmic movement disorder have focussed on children. Therefore, we performed a systematic review on this topic focussing on the adult population. The review is followed by a case report. The review was conducted in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses 2020 guidelines. A total of seven manuscripts (n = 32 individuals) were included in the review. The clinical manifestation of body or head rolling predominated in the majority of included cases (53.13% and 43.75%, respectively). In n = 11 (34.37%) cases, a combination of rhythmic movements was observed. The literature review also revealed a wide spectrum of co-morbidities: insomnia, restless leg syndrome, obstructive sleep apnea, ischaemic stroke, epilepsy, hypertension, alcohol and drug dependency, mild depression, and diabetes mellitus. The case report presented a 33-year-old female who was referred to the sleep laboratory due to a suspicion of sleep bruxism and obstructive sleep apnea. Although the patient was initially suspected of having obstructive sleep apnea and sleep bruxism, after conducting video-polysomnography she met the criteria for sleep-related rhythmic movement disorder as she presented body rolling, which were surprisingly most evident during the rapid eye movement sleep stage. In summary, the prevalence of sleep-related rhythmic movement disorder among adults has not been determined yet. The present review and case report is a good starting point for discussion regarding rhythmic movement disorder in adults and further research on this topic.",body rolling| polysomnography| rhythmic movements,Human-case-report,4,0
1141,21250798,Journal of neurosurgery,Transfer of the teres minor motor branch for triceps reinnervation in tetraplegia.,"In a case involving tetraplegia and paralysis of elbow extension, the authors transferred teres minor branches to the nerve of the triceps long head. Surgery was performed bilaterally 9 months after the patient sustained a spinal cord injury. Fourteen months postoperatively, elbow extension was complete (British Medical Research Council Score M4). Harvesting of the teres minor motor branch produced no deficits in shoulder function. In patients with tetraplegia, nerve transfer seems to be a promising new alternative for elbow extension reconstruction.",,Human-case-report,4,0
1142,18827269,Journal of child neurology,Use of intravenous tissue plasminogen activator in a 16-year-old patient with basilar occlusion.,"Intravenous tissue plasminogen activator (t-PA) is currently approved by the US Food and Drug Administration (FDA) for the treatment of ischemic stroke in patients > 18 years of age who present within 3 hours of stroke onset and meet certain criteria. We report a case of a 16-year-old, previously healthy female who presented with a basilar artery occlusion and pontine ischemic stroke. She was treated with intravenous t-PA approximately 4 hours after the onset of symptoms. The patient demonstrated a remarkable recovery 6 hours after onset of her symptoms and had minimal deficits on discharge from the hospital 1 week later. She was found to have a lupus anticoagulant and was heterozygous for the prothrombin gene G2010A mutation. These were likely contributing causes for her stroke. She was also homozygous for plasminogen activator inhibitor 1 (PAI-1) 4G/4G, which at present is a controversial stroke risk factor.",,Human-case-report,4,0
1143,7886266,Revista espanola de cardiologia,[Acute myocardial infarct and Friedreich's disease].,"The association between Friedreich's ataxia and heart disease is well known. Microvascular disease and spasm of coronary arteries have been reported. We report now a patient with the association between this disease and acute myocardial infarction, which raises the hypothesis that it may be related with the already known cardiac abnormalities in this disease.",,Human-case-report,4,0
1144,9578881,The Journal of laryngology and otology,Vocal fold abductor paralysis as a solitary and fatal manifestation of multiple system atrophy.,"A patient is presented who had bilateral abductor vocal fold paralysis pathologically proven to be due to multiple system atrophy (MSA) in the absence of other neurological features. MSA is a degenerative neurological condition that includes olivopontocerebellar atrophy, Shy-Drager syndrome and striatonigral degeneration. The usual predominant features of MSA are cerebellar ataxia, autonomic dysfunction and Parkinsonism. Stridor is present in over one third of patients and has been reported previously as a presenting symptom in MSA: however previously reported patients have always gone on to develop other neurological symptoms. The usual investigations of bilateral abductor vocal fold paralysis caused by MSA will not reveal the pathological process and we believe that magnetic resonance imaging (MRI) of the medulla and brain stem and autonomic function tests are probably the investigations of choice. It is a worthwhile exercise attempting to identify MSA as the cause of stridor as the prognosis is good in the medium term if appropriate support is offered.",,Human-case-report,4,0
1145,35511103,Journal of psychiatric practice,Association Between Mild Neurocognitive Disorder Due to Alzheimer's Disease and Possible Attention-deficit/Hyperactivity Disorder: A Case Report,"Recent literature concerning attention-deficit/hyperactivity disorder (ADHD) underlines the persistence of this neurodevelopmental illness in older patients. Comorbidity with a neurodegenerative disease is thus possible. However, few studies have investigated this topic. To our knowledge, this is the first case report of such a possible association, which raises important questions about clinical presentation, symptoms, diagnosis, and treatment. A 72-year-old man, without any psychiatric history, presented with depression, subjective memory loss, and attention deficit and anxious symptoms, and was diagnosed with mild neurocognitive disorder due to Alzheimer's disease. However, the patient's attentional symptoms appeared to have been present since childhood. A formalized diagnostic interview assessing for ADHD did not allow for a clear diagnosis, possibly due to recall bias. The patient's anxiety symptoms also did not respond well to cognitive behavioral therapy coupled with different antidepressants. We hypothesized the presence of ADHD, with the symptoms balanced until now by the patient's high cognitive capacities, and we postulated that the onset of a neurogenerative process may have disrupted this balance. In this case report, we discuss symptom dimensionality, the interplay between neurodegenerative and neurodevelopmental diseases, and various treatment options. Attentional deficits and anxiety symptoms are frequent in mild neurocognitive disorders due to neurodegenerative illnesses. It is important to explore the time of onset of such symptoms since neurodegenerative processes can worsen neurodevelopmental conditions. Moreover, identification of a pre-existing neurodevelopmental condition can lead to alternative care and treatment options. In addition, the unexplained worsening of ADHD symptoms should prompt clinicians to assess for a neurodegenerative process.",,Human-case-report,4,0
1146,24238645,BMC nephrology,Dialysis disequilibrium syndrome induced by neoplastic meningitis in a patient receiving maintenance hemodialysis.,"Dialysis disequilibrium syndrome is characterized by neurological symptoms resulting from cerebral edema, which occurs as a consequence of hemodialysis. Dialysis disequilibrium syndrome most often occurs in patients who have just started hemodialysis, during hemodialysis, or soon after hemodialysis; although it may also occur in patients who are under maintenance hemodialysis with pre-existing neurological disease.	A 70-year-old woman, who had been receiving maintenance hemodialysis for one year, was diagnosed with ovarian cancer by ascites cytological examination. Two years later, she reported severe headache and nausea during hemodialysis and was diagnosed with dialysis disequilibrium syndrome. Although brain images revealed mild hydrocephalus without any mass lesions, poorly differentiated adenocarcinoma cells were detected in her cerebrospinal fluid. These findings indicated that DDS was induced by neoplastic meningitis due to ovarian cancer metastasis.	Neoplastic meningitis should be considered and excluded in hemodialysis patients with dialysis disequilibrium syndrome and malignancy by cytological examination of the cerebrospinal fluid even if cerebral imaging shows no obvious lesions. This is the first reported case of dialysis disequilibrium syndrome induced by neoplastic meningitis in a patient receiving maintenance hemodialysis.",,Human-case-report,4,0
1147,29429985,The American journal of case reports,Posterior Associative and Cingulate Cortex Involvement of Brain Single-Photon Emission Computed Tomography (SPECT) Imaging in Semantic Dementia with Probable Alzheimer Disease Pathology: A Case Report,"BACKGROUND Semantic dementia (SD) is a type of primary progressive aphasia with prominent language dysfunction, mostly within the spectrum of frontotemporal lobar degeneration (FTLD). Although there is an overlap in clinical manifestations of SD attributable to FTLD and neuropathologically proven Alzheimer disease (AD), clinical diagnostic clues are not readily available. We present a characteristic finding based on a single-photon emission computed tomography (SPECT)-based regional cerebral blood flow study and its statistical imaging analysis for a rare case of SD with AD-like pathology. CASE REPORT A 61-year-old male was referred to our hospital due to difficulties in self-management and impaired comprehension of word meaning suggestive of SD. Although his brain MRI revealed mild frontal lobe atrophy, his SPECT with three-dimensional stereotactic surface projections (3D-SSP) analysis showed left-sided hypo-perfusion that was more prominent in the inferior temporal gyrus and the inferior parietal lobule, with bilateral frontal lobe hypo-perfusion. The SPECT scan also showed involvement of the right inferior parietal area and, in medial aspects, the posterior cingulate cortex and adjacent precuneus; these finding were compatible with early hypo-perfused areas seen in AD. The lumbar cerebrospinal fluid biomarker findings seemed to fit SD in association with probable AD pathology. CONCLUSIONS This is the first reported case to use SPECT with 3D-SSP statistical analysis as a potential, useful imaging modality for the diagnosis of SD with probable AD pathology.",,Human-case-report,4,0
1148,2709930,Lakartidningen,[Is Mollaret's meningitis caused by herpes simplex virus type 2?].,"Mollaret's meningitis is characterised by recurrent, brief episodes of serous meningitis with symptom-free intervals. Although viral etiology has been suspected, no pathogenic agent has hitherto been found. Using the immunoblot technique, we found IgG antibodies of intrathecal origin against the HSV-2-specific protein, gG2, in a patient with Mollaret's meningitis. Since being put on prophylactic acyclovir treatment twelve months ago, the patient has had no further episodes of meningitis. Because of the similarities between Mollaret's meningitis, recurrent HSV-2 meningitis, and the findings in the case reported here, HSV-2 is suggested as a possible cause of Mollaret's meningitis in general.",,Human-case-report,4,0
1149,6332427,Wiener klinische Wochenschrift,[The first case of AIDS in the Tyrol].,"This case report deals with a description of the first case of AIDS in Tirol. Our patient was an intravenous drug abuser and presented with both opportunistic infections (candidiasis, interstitial pneumonia due to Pneumocystis carinii) and with Kaposi's sarcoma. He died within 4 weeks as a result of staphylococcal septicaemia refractory to intensive chemotherapy.",,Human-case-report,4,0
1150,22222543,Pituitary,First demonstration of the effectiveness of peptide receptor radionuclide therapy (PRRT) with 111In-DTPA-octreotide in a giant PRL-secreting pituitary adenoma resistant to conventional treatment.,"In prolactin-secreting giant adenomas, cabergoline treatment is the first line approach. Surgery and/or radiotherapy are indicated when the tumour is resistant to medical treatment and continues growing, causing visual field impairment. Data concerning other therapeutic approach are scanty. Although PRL-secreting tumours may express somatostatin receptors type 2, 3 and 5, somatostatin analogs treatment is generally ineffective and peptide receptor radionuclide therapy (PRRT) has never been reported. A 58 year-old woman complaining of severe neurological symptoms caused by a giant prolactinoma, relapsing after surgery and not-responding to dopamine-agonists and octreotide LAR treatment, underwent four cycles of PRRT with 111-Indium-DTPA-octreotide with remarkable tumour shrinkage and a significant improvement in clinical conditions. No side effects were reported. This is the first report on the effectiveness and safety of PRRT with radio-labelled somatostatin analogs in a patient with aggressive giant prolactinoma resistant to conventional treatment.",,Human-case-report,4,0
1151,19901175,Archives of neurology,Childhood chorea with cerebral hypotrophy: a treatable GLUT1 energy failure syndrome.,"To expand the spectrum of glucose transporter type 1 deficiency syndromes with a novel clinical and radiological phenotype not associated with microcephaly.	Case report.	Two academic medical centers. Patient A 7-year-old patient followed up for 4 years.	The patient exhibited a predominant syndrome of chorea and mental retardation associated with a combination of paroxysmal ataxia, dysarthria, dystonia and aggravated intellectual disability induced by fasting or exertion. She harbored a sporadic, heterozygous amino acid insertion in the GLUT1 transporter (insY292) that, in all likelihood, impaired blood-brain glucose flux. Her brain configuration appeared hypotrophic via magnetic resonance imaging, particularly over the occipital lobes. A ketogenic diet resulted in brain growth that accompanied a favorable symptomatic outcome.	To date, glucose transporter type 1 deficiency syndrome includes several epileptic and movement disorder phenotypes caused by the clinical expressivity of the prominent cortical, basal ganglia, and cerebellar abnormalities found in the disease, but hypomorphic or novel variants are probably yet to be discovered.",,Human-case-report,4,0
1152,32830465,Journal of Korean medical science,Re-emerging Neurosyphilis in Korea as a Possible Etiology of Psychotic Disorders with Pleomorphic Symptoms and Cognitive Dysfunction: a Case Report and Literature Review,"Infectious diseases of immigrant populations have recently become important issues for the health of both Korean nationals and foreigners living in Korea. This case report of general paresis is intended to raise awareness about re-emerging neurosyphilis in Korea as a possible etiology of psychotic disorders. A 68-year-old male Chinese resident came to Korea in 2019 with disorientation, auditory hallucination, persecutory delusion, and aggressive behavior, and was admitted to a psychiatric ward for further evaluation and treatment via the emergency department. He was confirmed to have neurosyphilis by serum test, analysis of cerebrospinal fluid, and brain magnetic resonance imaging. After treatment with antibiotics, including intravenous penicillin, in combination with atypical antipsychotics for 6 weeks, his disorientation, auditory hallucination, delusion, and aggressive behavior had attenuated. Neurosyphilis should still be included as a possible etiology of psychotic disorders in Korea. At the initial evaluation, syphilis screening serum tests are recommended for psychotic patients, especially those with pleomorphic symptoms and cognitive dysfunction.",General Paresis| Neuropsychiatric Deficits| Neurosyphilis,Human-case-report,4,0
1153,16756227,Nederlands tijdschrift voor geneeskunde,[Respiratory insufficiency caused by acute disseminated encephalomyelitis in a child].,"A 1.5-year-old boy presented with progressive ataxia and meningeal irritation after a period of general malaise and fever. He was eventually admitted to a paediatric intensive care unit for respiratory insufficiency. A diagnosis of acute disseminated encephalomyelitis (ADEM) with pontine involvement was made. The patient was mechanically ventilated and treated with immunoglobulins and corticosteroids, after which he recovered almost completely. ADEM is characterised by rapidly progressive demyelination of the central nervous system. The exact incidence and aetiology are unknown. The disorder is considered to be an autoimmune reaction, and current treatment is aimed at the suppression of this reaction. Despite the dramatic clinical and radiological presentation of ADEM, the prognosis is favourable in most cases.",,Human-case-report,4,0
1154,9340421,Klinika oczna,[Abducent nerve palsy as the only symptom of intracavernous carotid aneurysm in a child].,"A case of a 10-year old child with isolated sixth nerve palsy due to giant intracavernous carotid aneurysm is presented. The aneurysm was confirmed by CT brain scan and carotid angiography. It was closed after local embolization of internal carotid artery with the use of platinum inlays. It turns out that an intracranial aneurysm can be, although very rarely, the cause of isolated sixth nerve palsy in childhood.",,Human-case-report,4,0
1155,22652424,Epilepsy & behavior : E&B,Acute psychosis during the postictal period in a patient with idiopathic generalized epilepsy: postictal psychosis or aggravation of schizophrenia? A case report and review of the literature,"Postictal psychoses are common comorbid conditions of temporal lobe epilepsy and are reported to be characterized by affective changes. However, postictal psychoses are rare among patients with idiopathic generalized epilepsy, and the causal relationship between postictal psychoses and idiopathic generalized epilepsy is unknown. Here, we report the case of a man who had idiopathic generalized epilepsy and experienced 4 episodes of schizophrenia-like interictal psychosis before the age of 41 years. At the age of 56 years, he experienced a generalized tonic-clonic seizure for the first time in 15 years and developed psychotic symptoms on the next day. Notably, in addition to the schizophrenia-like symptoms, the patient experienced mania-like symptoms such as elated mood, grandiose delusions, agitation, and pressured speech during the last psychotic episode in the postictal period. It was suspected that postictal neuronal processes and a predisposition to endogenous psychosis both contributed to the psychopathology of this episode.",,Human-case-report,4,0
1156,10605924,"The Annals of otology, rhinology, and laryngology",Orbital blowout fracture with persistent mobility deficit due to fibrosis of the inferior rectus muscle and perimuscular tissue.,"A case of orbital blowout fracture accompanied by fibrosis of the inferior rectus muscle resulting in an irreversible orbital mobility deficit is reported. An 8-year-old girl with an orbital blowout fracture was treated with steroids for 10 days, as with other cases in our department. She exhibited a disturbance of vertical eye movement and a positive forced duction test result. Although surgery was performed on day 13, and on day 27 due to poor recovery after the first operation, almost no improvement of the ocular movement was noted. The results of a traction test, performed during the second operation, suggested that the inferior rectus muscle had adhered to the periosteum. Magnetic resonance imaging performed 3 days after the second operation revealed fibrosis of the inferior rectus muscle and perimuscular tissue, resulting in an irreversible disturbance of the vertical ocular movement. The present findings suggest that the need for and timing of surgery in patients with blowout fractures should be determined on an individual basis.",,Human-case-report,4,0
1157,1965796,La Clinica terapeutica,[SIADH and hypoglycemia in pulmonary microcytoma].,"The case is described of a patient suffering from pulmonary microcytoma the initial symptoms of which were attributable to the ectopic production of the different hormonal substances by the neoplastic cells. In fact, the patient presented the classical picture of inappropriate ADH secretion associated with hypoglycemic crises caused y hyperinsulinemia. The extreme rarity of the twofold paraneoplastic syndrome in the course of malignant disease and the peculiarity of microcytoma associated with inappropriate ADH secretion and hypoglycemia is stressed.",,Human-case-report,4,0
1158,32071126,BMJ case reports,Rapidly fatal pneumococcal meningitis following non-penetrating traumatic brain injury.,"A previously healthy young man presented to hospital with severe traumatic brain injury following a motor vehicle collision. Within 24 hours of admission, and despite antibiotic coverage, he developed a fever. On the second day, the source of infection was discovered to be purulent pneumococcal meningitis. At 48 hours post-accident, he developed brain-stem death without evidence of raised intracranial pressure or trans-tentorial herniation. Initial CT scans of the head were essentially normal, but early repeat scans revealed evidence of pneumocephalus and possible frontal bone fracture. Current recommendations do not make room for targeted antibiotic prophylaxis in traumatic brain injury patients with traumatic skull fracture. We argue that our case demonstrates the need for aggressive targeted antibiotic prophylaxis in the presence of certain features such as frontal or sphenoid bone fracture and pneumocephalus.",adult intensive care| meningitis| neurological injury| trauma CNS/PNS,Human-case-report,4,0
1159,3290703,Neurology,Creutzfeldt-Jakob disease following pituitary-derived human growth hormone therapy: a new American case.,"A fourth histologically-confirmed American case of Creutzfeldt-Jakob disease (CJD) related to human growth hormone (hGH) therapy is reported. Like kuru, the illness was dominated by cerebellar signs and relatively little mental deterioration. The diagnosis was strongly supported premortem by the presence of two abnormal 30 kDa proteins in the CSF that are seen almost exclusively in CJD. The characteristic clinical picture coupled with such biochemical data allow a reasonably accurate premortem diagnosis of hGH-related iatrogenic CJD to be made.",,Human-case-report,4,0
1160,32664104,Medicine,Case report: narcolepsy type 2 due to temporal lobe glioma.,"The orexin projection system includes the lateral hypothalamus, reticular activating structure, and ventrolateral preoptic nucleus, and this system is related to the pathogenesis of narcolepsy. Here, we report a case of narcolepsy type 2 caused by hippocampal glioma of the right temporal lobe.	A 44-year-old male farmer complained of excessive daytime sleepiness (EDS) over the past 3 months and more.	The lesion of the right anteromedial temporal lobe was removed and its pathological examination was carried out.	General examination showed no abnormalities of his heart, lungs, or abdomen. Neurological examination showed no positive sign. The blood routine and biochemical examination were normal. He scored 7 on the Pittsburg sleep quality index, 16 on the Epworth sleepiness scale, 52 on the self-rating anxiety scale, and 48 on the self-rating depression scale. The multiple sleep latency test data showed 2 periods of sleep-onset rapid eyes movement period across 4 successive tests; the average sleep latency was under 8 minutes, and the rapid eyes movement latency was under 7 minutes. Lesion of glioma in hippocampus area of the right anteromedial temporal lobe was confirmed through magnetic resonance imaging, magnetic resonance spectroscopy, and histological examination. After surgical removal of the glioma from the hippocampus area of the right anteromedial temporal lobe, the patient's EDS symptoms disappeared immediately. He scored 3 on the Epworth sleepiness scale. During our follow-up three months later, he remained well with no complications.	We diagnosed the patient with narcolepsy type 2 according to the 3rd Edition of International Classification of Sleep Disorders (ICSD-3).	The patient suffered from EDS and was diagnosed with narcolepsy type 2. The narcolepsy type 2 was linked to glioma of the hippocampus area. The hippocampus might be another part of regulating the sleep-arousal pathway, and the glioma secretion might interact with the orexin projection system.",,Human-case-report,4,0
1161,32955635,Wiener medizinische Wochenschrift (1946),Tourette syndrome or PANDAS-a case report,"Tourette syndrome (TS), a relatively common disorder, has been gaining more attention during the past two decades because of an increased number of reports. Nevertheless, it is still not completely understood. Furthermore, a clinical entity called ""pediatric autoimmune neuropsychiatric disorders associated with streptococcal infections"" (PANDAS) has been introduced, which describes a tic disorder, accompanied by psychiatric disorders such as obsessive compulsive disorder (OCD), after a streptococcal infection in childhood. We present a case report of a 19-year-old adolescent Ukrainian female, with a history of anxiety disorder and OCD, who, despite TS remission during childhood, presented with new-onset motor and phonic tics after 1 month of severe tonsillitis. Blood and cerebrospinal cultures showed Streptococcus pyogenes, with magnetic resonance imaging revealing hypo-intense changes in the caudate nucleus on both sides. Treatment with clonazepam and fluoxetine, along with behavioral therapy, have improved the severity of her condition. This report presents a case of TS reemergence against the background of immunological reaction or PANDAS with a late adolescent onset.",Adolescent female| Anti-neuronal antibodies| New-onset tics| Obsessive-compulsive disorder (OCD)| Streptococcal infections,Human-case-report,4,0
1162,28382615,Acta neurologica Taiwanica,A Case of Multiple System Atrophy with Preexisting Alzheimer's Disease and Predating The Hot Cross Bun Sign,"PURPOSE: Synucleinopathy, tauopathy and amyloidopathy were classified as distinct clinical and pathological entities in traditional classification systems, and their interactions have been studied on neuropathology and molecular genetics recently. CASE REPORT: In this report, we present a 69-year-old male patient who had been diagnosed with probable Alzheimer's disease (AD) dementia due to progressive forgetfulness in February 2013. His Mini- Mental State Examination score was 21/30, and his Cognitive Abilities Screening Instrument score was 78/100, resulted from profound deficits in recent memory and abstract thinking domains. Initial brain magnetic resonance imaging (MRI) showed bilateral medial temporal lobe atrophy but was otherwise unremarkable. He presented with new-onset progressive gait disturbance 18 months after the diagnosis of AD, and mild ataxic gait and linear hyperintensity within the midline of the pons on axial T2-weighted MRI were documented. Neither extrapyramidal nor autonomic signs were observed. Ten months later, profound cerebellar signs, urinary incontinence, and mild axial rigidity consistent with the hot cross bun (HCB) sign were noted. Probable multiple system atrophy-cerebellar (MSA-C) type was finally diagnosed by the clinical and neuroimaging features. Of note, his diagnoses of AD and HCB sign predated the diagnosis of MSA-C by 28 and 10 months, respectively. CONCLUSION: Given that the HCB sign rarely predates overt symptoms or a diagnosis of MSA, we hypothesized that the preexisting amyloidopathy and tauopathy exerted additional neurotoxicity on the synucleinopathy. Key Words: Multiple system atrophy, hot cross bun sign, Alzheimer's disease.",,Human-case-report,4,0
1163,8272522,Psyche,['The three of us must hold together'. Psychoanalytic considerations of experiences of heart-lung transplantation. A hermeneutic text reconstruction].,"Progress in the pharmacological control of transplant rejection must not blind us to the fact that the psychic integration of an implanted organ makes very great demands on the psychological capacity of the person involved. The authors describe the case of a female patient who had to undergo a combined heart-lung transplant as a result of an innate cardiac defect. Months after the successful operation she developed a set of symptoms--coughing, night-time anxiety, feelings of suffocation--that were not susceptible of explanation in terms of organic medicine. The secondary symptoms of conversion neurosis demonstrate how difficult the patient found it to accept the implanted organ, experienced as both exciting and repellent, as part of her own body.",,Human-case-report,4,0
1164,1913372,The Canadian journal of neurological sciences. Le journal canadien des sciences neurologiques,Bulbo-pontine paralysis with deafness: the Vialetto-Van Laere syndrome.,"A Caucasian girl developed slowly progressive sensory neural deafness and bulbar and spinal muscle weakness typical of the Vialetto-Van Laere syndrome. As the condition progressed the major disabilities became dysphagia, respiratory muscle weakness and postural hypotension. Treatment with gastrostomy feedings, oxygen and fludrocortisone acetate produced worthwhile functional improvement.",,Human-case-report,4,0
1165,11978162,The Annals of pharmacotherapy,Probable metabolic interaction of doxifluridine with phenytoin.,"To report the marked elevation of the serum phenytoin concentration during treatment with antineoplastic agents.	A 51-year-old Japanese woman, who was diagnosed with multiple brain metastatic tumors, was placed on oral phenytoin at a maintenance dose of 200 mg/d (3.8 mg/kg/d) to prevent seizures. The serum concentration of phenytoin was well controlled within the therapeutic range; no seizures occurred. Four months later, combination therapy with doxifluridine (5'-DFUR) 800 mg/d, cyclophosphamide 100 mg/d, and medroxyprogesterone acetate 800 mg/d was initiated because of further metastasis. Approximately 1 month after the start of concurrent treatment with the antineoplastic agents, the serum phenytoin concentration was elevated to fourfold of the original concentration. Staggering was observed at that time, but toxic symptoms gradually subsided with the decline in the serum phenytoin concentration after its withdrawal.	A probable explanation for the marked elevation of serum phenytoin concentration is a reduction of the capacity of CYP2C-dependent phenytoin metabolism, and the antineoplastic agents could be involved in this event. The interaction of fluorouracil and phenytoin is known in clinical practice, and it is reported that the expression of hepatic CYP2C enzymes is depressed by exposure of rats to fluorouracil. 5'-DFUR, a prodrug of fluorouracil, was considered the likeliest candidate responsible for the interaction. This interaction was of clinical significance because of the great extent of changes in the serum phenytoin concentration.	Clinicians should be aware of the elevation of serum phenytoin concentrations when phenytoin is given in combination with fluorouracil derivatives, including 5'-DFUR.",,Human-case-report,4,0
1166,7851621,Nihon Naibunpi Gakkai zasshi,[Effective treatment with constant subcutaneous infusion of octreotide in a patient with acromegaly associated with diabetic pre-coma and diabetes insipidus].,"A 58-year-old woman was admitted to our hospital for impaired consciousness, hyperglycemia and bitemporal hemianopsia. She was diagnosed as having NIDDM one year ago and was treated with diet and glibenclamide (1.25 mg/day) for 6 months. However, she stopped her medical treatment one month ago and then polydipsia and general fatigue were manifested. She was admitted to a hospital five days ago at which time hyperglycemia (405 mg/dl) and anemia (Hb8.0g/dl) were detected. She was transferred to our hospital for control of blood glucose and further examination of bitemporal hemianopsia. She showed typical acromegalic features including enlargement of the nose, lips and tongue, increased heel pad and acral growth. Conscious disturbance was cured by the infusion of saline and the administration of insulin. Endoscopy revealed an active gastric ulcer (A1). Endocrine data disclosed increased GH levels in plasma and urine, whereas plasma IGF-1 levels were low. Plasma GH paradoxically increased following the administration of TRH. A water deprivation test showed an impaired increase in urinary osmolarity, indicating partial central diabetes insipidus (DI). MRI with Gd-contrast revealed a macroadenoma which progressed toward suprasella. She was diagnosed as having acromegaly, partial DI and probable hyperosmolar hyperglycemic nonketotic diabetic pre-coma. Polyuria (5-101/day) due to partial DI was controlled by the administration of DDAVP (10 micrograms/day). The constant subcutaneous administration of octreotide (240 micrograms/day) resulted in normal plasma GH levels and a marked shrinkage of the pituitary tumor. The pituitary tumor was finally removed by the transsphenoidal approach following treatment with octreotide for 4 months. HE staining of the pituitary tumor showed atrophic and acidophilic cells surrounded by hyaloid connective tissue. After the surgery, plasma GH levels were normalized and complications were cured. In conclusion, this is a very rare case of acromegaly associated with diabetic pre-coma and partial DI, and effectively treated with constant subcutaneous infusion of octreotide.",,Human-case-report,4,0
1167,36634569,Clinical neurology and neurosurgery,Unilateral Myoclonus as an initial manifestation in Moyamoya disease with asymmetric vasculature.,"Movement disorders have been identified as a rare early manifestation of the Moyamoya disease. Herein, we present a case of a 34-year-old man with a genetically confirmed Moyamoya disease who showed unilateral myoclonus as an initial manifestation. Neuroimaging studies showed prominent asymmetrically developed Moyamoya disease on the right hemisphere with near-complete loss of normal vessels while the left hemisphere was adjunctively fed with extension of posterior cerebral artery: uneven progression of vasculature. [99][m]Tc-hexamethylpropylene amine oxime single-photon emission computed tomography demonstrated impaired vascular reserve. Electroencephalography showed occasional sharp waves on right temporal area. The phenomenon of this patient could be explained in the context of excitable cortex and hypoactive subcortical substrate that might imply putative contradictory neurobiology in Moyamoya disease.",Initial manifestation| Moyamoya disease| Myoclonus,Human-case-report,4,0
1168,2388643,Movement disorders : official journal of the Movement Disorder Society,Adrenal to caudate transplantation--postmortem study.,"A patient with Parkinson's disease who had undergone bilateral adrenal to caudate implantation by stereotactic technique came to autopsy. The implantation was shown to have produced minimal trauma and to have been well placed. Minimal surviving adrenal medullary tissue remained in the implanted coil, and no outgrowth of tissue into the striatum occurred.",,Human-case-report,4,0
1169,15094628,Journal de radiologie,[Pseudotumoral form of sclerochoroidal tuberculosis: a case report].,"The Authors report the US, CT and MR features of sclerochoroidal tuberculosis simulating a choroidal tumor in a 16 Year old female presenting with acute unilateral visual loss. Fundoscopic examination and fluorescein angiography showed a tumor at the posterior pole of the globe. CT and MRI showed the choroidal process and cerebral lesions suggestive of tuberculomas. The evolution was favorable with antituberculous treatment. Ocular tuberculosis is rare, especially the pseudotumoral form. It can simulate a choroidal tumor. Radiologists should be familiar with this appearance because the lesion is reversible with antituberculous treatment.",,Human-case-report,4,0
1170,21876255,Journal of Alzheimer's disease : JAD,Seizures can precede cognitive symptoms in late-onset Alzheimer's disease.,"This study describes late-onset Alzheimer's disease (LOAD) in the mild cognitive impairment (MCI) stage, debuting with seizures in a 72 year-old woman. Prodromal AD was consistently diagnosed with four among amyloidosis and neurodegeneration biomarkers about 1 year after onset of seizures. Genetic assessment demonstrated apolipoprotein E ε2/ε3 genotype and three intronic single nucleotide substitutions, two in presenilin 1 and one in amyloid-β protein precursor genes. This case of seizures at onset of LOAD with severe signs of brain amyloidosis and neurodegeneration but with just MCI leads to a re-appraisal of the intriguing relationship between AD pathology and neuron excitability in humans.",,Human-case-report,4,0
1171,21561555,"Interventional neuroradiology : journal of peritherapeutic neuroradiology, surgical procedures and related neurosciences",Stenting in the remnant of the third aortic arch in a case of post-irradiation occluded internal carotid artery.,Collateral networks between the external carotid artery and internal carotid arteries become crucial for cerebral perfusion after occlusion of internal carotid arteries. We report the first case of a patient who received percutaneous transluminal angioplasty and stenting in a collateral vessel between the external and internal carotid artery for treatment of radiation induced severe stenosis of the internal carotid artery in the context of a contralateral internal carotid artery occlusion.,,Human-case-report,4,0
