,idx,pmid,journal_name,title,abstract,accepted_label,multi_label,binary_label
2196,82,rayyan-1277753274,J Trauma Stress,Randomized clinical trial for treatment of chronic nightmares in trauma-exposed adults,"Nightmares and sleep disturbance are fundamental concerns for victims of trauma. This study examined the efficacy of a manualized cognitive-behavioral treatment (CBT) for chronic nightmares in trauma-exposed individuals via a randomized clinical trial. Participants were randomly assigned to a treatment group or wait-list control group, with 27 participants completing the treatment. At the 6-month follow-up assessment, 84% of treated participants reported an absence of nightmares in the previous week. Significant decreases were also reported in symptoms of depression and posttraumatic stress, fear of sleep, and number of sleep problems, while sleep quality and quantity improved. The present study adds to the growing literature indicating this brief CBT as a first-line treatment for trauma-exposed individuals with chronic nightmares.",Human-RCT-non-drug-intervention,9,0
2199,85,rayyan-1277752857,J Consult Clin Psychol,Vouchers versus prizes: contingency management treatment of substance abusers in community settings,"Contingency management (CM) interventions usually use vouchers as reinforcers, but a new technique awards chances of winning prizes. This study compares these approaches. In community treatment centers, 142 cocaine- or heroin-dependent outpatients were randomly assigned to standard treatment (ST), ST with vouchers, or ST with prizes for 12 weeks. CM patients remained in treatment longer and achieved greater durations of objectively confirmed abstinence than did ST patients; CM conditions did not differ significantly. Although abstinence at 6- and 9-month follow-ups did not differ by group, the best predictor of abstinence was longest duration of abstinence achieved during treatment. Thus, prize and voucher CM systems are equally efficacious in promoting long durations of abstinence, which in turn are associated with benefits posttreatment.",Human-RCT-non-drug-intervention,9,0
2200,86,rayyan-1277759268,J Alzheimers Dis,The Effectiveness of GRADIOR: A Neuropsychological Rehabilitation Program for People with Mild Cognitive Impairment and Mild Dementia. Results of a Randomized Controlled Trial After 4 and 12 Months of Treatment,"BACKGROUND: Computer-based cognitive training programs have been developed with promising results on the maintenance/improvement of cognitive performance in people with dementia. OBJECTIVE: The objective was to evaluate the effectiveness of the cognitive rehabilitation program ""GRADIOR"" in people with mild cognitive impairment and mild dementia. METHOD: This study was a single-blind multicenter randomized clinical trial. Participants were recruited from hospitals/day centers. The experimental group (EG) and control group (CG) received computer-based cognitive training (CCT) and routine daily care, respectively. Outcome measures at T0: baseline, T1: at 4 months, T2: at 12 months were compared within and between-groups. RESULTS: Significant differences or important effect sizes were detected at the intragroup and intergroup level for most variables, observing a trend of improvement and/or maintenance at 4 months by Visual Reasoning of Cambridge Cognitive Examination (CAMCOG), Digit and Arithmetic of WAIS-III, Semantic Verbal Fluency, Mini-Mental State Exam (MMSE), Trail Making Test (TMT)-A-Mistakes and at 12 months by Visual Reasoning of CAMCOG, Digit Symbol of WAIS-III, TMT-B-mistakes, Visual Memory of Rivermead Behavioural Memory Test, Lexical Verbal Fluency-P, Yesavage's Geriatric Depression Scale (GDS), TMT-A-time scales whose objective was to evaluate some executive functions and/or the memory. The CG presented a worsening trend for most of the measures towards 12 months. There was also a significant interaction between ""time and group"" for MMSE (F = 8.971; p = 0.03; η2 = 0.019) and the GDS (F = 3.414; p = 0.04; η2 = 0.041), as well as small effect sizes for TMT-A-time (F = 1.641; p = 0.21; η2 = 0.021) and TMT-A-mistakes (F = 0.908; p = 0.41; η2 = 0.019). CONCLUSION: CCT with GRADIOR has been proved to benefit cognitive functions (ISRCTN:15742788).",Human-RCT-non-drug-intervention,9,0
2201,87,rayyan-1277752825,Am J Alzheimers Dis Other Demen,"A randomized, controlled study of an Alzheimer's caregiver skills training program","This study was an attempt to improve the quality of the relationship between dementia caregivers and their loved ones by decreasing the gap between caregivers' expectations and patients' actual functional abilities and by teaching supportive skills. Although a group of 49 caregiver-patient dyads were recruited, the outcome measures of only those dyads (47) that completed the week seven session were used for analysis. Half of the dyads were randomized to an intervention group and the other half to a waiting list. The intervention group (N = 24) completed a four-session caregiver training program in which caregivers first watched investigators administering to their loved ones the Texas Functional Living Scale and later progressed to helping their loved ones by appropriate cueing to perform the tasks involved. Comparisons were made between baseline scores, scores at seven weeks, and scores at the end of 17 weeks on the congruence between caregiver estimates and patients' actual performance on the Independent Living Scale and measures of cognition, function, preillness quality of relationship, caregiver mood, feeling of self-efficacy, and several other measures. We were not able to increase the congruence between caregiver estimates and patients' actual performance and found no change in any other measure. We didfind the expected relationship between depression and caregiver sense of self-efficacy.",Human-RCT-non-drug-intervention,9,0
2203,89,rayyan-1277754934,Brain Stimul,A randomized controlled trial of sequentially bilateral prefrontal cortex repetitive transcranial magnetic stimulation in the treatment of negative symptoms in schizophrenia,"BACKGROUND: Repetitive transcranial magnetic stimulation (rTMS) has been investigated for its treatment efficacy for the negative symptoms of schizophrenia. Previous studies have targeted the dorsolateral prefrontal cortex (DLPFC), which is associated with the pathophysiology of this disorder. Several rTMS parameters have been explored in the treatment of negative symptoms and include stimulating the left and bilateral DLPFC at several different frequencies and number of sessions. Results of such studies have been inconsistent, while high-frequency rTMS has shown greatest promise. OBJECTIVE/HYPOTHESIS: The objective of this study was to evaluate the efficacy of bilateral high-frequency rTMS in the treatment of negative symptoms in schizophrenia. It was hypothesized rTMS would alleviate negative symptoms in schizophrenia. METHODS: Twenty-five patients were enrolled in this double-blind placebo-controlled randomized trial. Bilateral 20 Hz rTMS was MRI-targeted to the DLPFC at 90% RMT administered daily for 4 weeks for a total of 20 treatments. Negative symptoms were assessed with the Scale for the Assessment of Negative Symptoms (SANS), the Positive and Negative symptom scale (PANSS), and controlling for depression as measured with the Calgary Depression Scale (CDS) at baseline, 1, 2, 3, 4, and 2 weeks after the treatment course. RESULTS: No significant group or time differences were found on negative symptoms or depressive symptoms after rTMS. Bilateral high-frequency rTMS did not alleviate negative symptoms in patients with schizophrenia. CONCLUSIONS: These findings indicate that such symptoms are unresponsive to rTMS treatment or that more optimized parameters are needed to achieve improved therapeutic efficacy.",Human-RCT-non-drug-intervention,9,0
2204,90,rayyan-1277756081,Trials,Self-management in early-stage dementia: a pilot randomised controlled trial of the efficacy and cost-effectiveness of a self-management group intervention (the SMART study),"BACKGROUND: The possibility of living well with a long-term condition has been identified as centrally relevant to the needs of people living with dementia. Growing numbers of people with early-stage dementia are contributing accounts that emphasise the benefits of actively engaging in managing the condition. Self-management interventions share the common objectives of educating about the condition, optimising well-being, enhancing control over the situation and enabling people to take more responsibility for managing the condition. Benefits of such an approach can include improved knowledge, self-efficacy, health status, and better performance of self-management behaviours. However, there is only preliminary evidence that people with early-stage dementia can benefit from such interventions. METHODS: This feasibility study involves the development of a self-management group intervention for people with early-stage Alzheimer's disease, vascular dementia or mixed Alzheimer's and vascular dementia. This study is a single-site pilot randomised-controlled trial. Forty-two people with early stage dementia, each with a caregiver (family member/friend), will be randomised to either the self-management group intervention or to treatment as usual.The self-management group intervention will involve eight weekly sessions, each lasting 90 minutes, held at a memory clinic in North Wales. All participants will be re-assessed three and six months post-randomisation. This study is intended to supply an early evaluation of the self-management intervention so that a full scale trial may be powered from the best available evidence. It will assess the feasibility of the intervention, the study design and the recruitment strategies. It will estimate the parameters and confidence intervals for the research questions of interest. The primary outcome of interest is the self-efficacy score of the person with dementia at three months post-randomisation. Secondary outcomes for the person with dementia are self-efficacy at six months post-randomisation and cognitive ability, mood and well-being at three and six months post-randomisation. Secondary outcomes for caregivers are their distress and stress at three and six months post-randomisation. The cost-effectiveness of the intervention will also be examined. DISCUSSION: This study will provide preliminary information about the feasibility, efficacy and cost-effectiveness of a self-management group intervention for people in the early stages of dementia. TRIAL REGISTRATION: Current Controlled Trials, ISRCTN02023181.",Human-RCT-non-drug-intervention,9,0
2205,91,rayyan-1277751721,J Am Acad Child Adolesc Psychiatry,A controlled comparison of family versus individual therapy for adolescents with anorexia nervosa,"OBJECTIVE: To compare the effectiveness of behavioral family systems therapy (BFST) with that of ego-oriented individual therapy (EOIT) as treatments for adolescents with anorexia nervosa. METHOD: Thirty-seven adolescents meeting DSM-III-R criteria for anorexia nervosa were randomly assigned to receive BFST or EOIT, in addition to a common medical and dietary regimen. In BFST, the family was seen conjointly, the parents were placed in control of the adolescent's eating, distorted beliefs were targeted through cognitive restructuring, and strategic/behavioral interventions were used to change family interactions. In EOIT, the adolescent was seen individually, with an emphasis on building ego strength and uncovering the dynamics blocking eating; parents were seen collaterally. Measures administered before, after, and at 1-year follow-up tapped body mass index, menstruation, eating attitudes, ego functioning, depression, and family interactions. RESULTS: BFST produced greater weight gain and higher rates of resumption of menstruation than EOIT. Both treatments produced comparably large improvements in eating attitudes, depression, and eating-related family conflict, but very few changes occurred on ego functioning. CONCLUSIONS: BFST and EOIT proved to be effective treatments for adolescents with anorexia nervosa, but BFST produced a faster return to health.",Human-RCT-non-drug-intervention,9,0
2386,272,rayyan-1270417330,Prog Neurobiol,Neural stem cells derived from human midbrain organoids as a stable source for treating Parkinson's disease: Midbrain organoid-NSCs (Og-NSC) as a stable source for PD treatment,"Successful clinical translation of stem cell-based therapy largely relies on the scalable and reproducible preparation of donor cells with potent therapeutic capacities. In this study, midbrain organoids were yielded from human pluripotent stem cells (hPSCs) to prepare cells for Parkinson's disease (PD) therapy. Neural stem/precursor cells (NSCs) isolated from midbrain organoids (Og-NSCs) expanded stably and differentiated into midbrain-type dopamine(mDA) neurons, and an unprecedentedly high proportion expressed midbrain-specific factors, with relatively low cell line and batch-to-batch variations. Single cell transcriptome analysis followed by in vitro assays indicated that the majority of cells in the Og-NSC cultures are ventral midbrain (VM)-patterned with low levels of cellular senescence/aging and mitochondrial stress, compared to those derived from 2D-culture environments. Notably, in contrast to current methods yielding mDA neurons without astrocyte differentiation, mDA neurons that differentiated from Og-NSCs were interspersed with astrocytes as in the physiologic brain environment. Thus, the Og-NSC-derived mDA neurons exhibited improved synaptic maturity, functionality, resistance to toxic insults, and faithful expressions of the midbrain-specific factors, in vitro and in vivo long after transplantation. Consequently, Og-NSC transplantation yielded potent therapeutic outcomes that are reproducible in PD model animals. Collectively, our observations demonstrate that the organoid-based method may satisfy the demands needed in the clinical setting of PD cell therapy.",In-vitro-study,8,0
2390,276,rayyan-1270416282,Stem Cell Reports,Modeling G2019S-LRRK2 Sporadic Parkinson's Disease in 3D Midbrain Organoids,"Recent advances in generating three-dimensional (3D) organoid systems from stem cells offer new possibilities for disease modeling and drug screening because organoids can recapitulate aspects of in vivo architecture and physiology. In this study, we generate isogenic 3D midbrain organoids with or without a Parkinson's disease-associated LRRK2 G2019S mutation to study the pathogenic mechanisms associated with LRRK2 mutation. We demonstrate that these organoids can recapitulate the 3D pathological hallmarks observed in patients with LRRK2-associated sporadic Parkinson's disease. Importantly, analysis of the protein-protein interaction network in mutant organoids revealed that TXNIP, a thiol-oxidoreductase, is functionally important in the development of LRRK2-associated Parkinson's disease in a 3D environment. These results provide proof of principle for the utility of 3D organoid-based modeling of sporadic Parkinson's disease in advancing therapeutic discovery.",In-vitro-study,8,0
2398,284,rayyan-1270414108,Cytotherapy,Fifty-Hertz electromagnetic fields facilitate the induction of rat bone mesenchymal stromal cells to differentiate into functional neurons,"BACKGROUND AIMS: Research results have shown that bone mesenchymal stromal cells (BMSC) can different into neural cells. Electromagnetic fields (EMF) play a role in regulating cell proliferation and differentiation, but the mechanisms behind this are unknown. In the present study, we explored the efficacy of EMF on the induction of rat BMSC differentiation into neurons in vitro. METHODS: First, rat BMSC were induced in a nerve cell culture environment and divided into three groups: an EMF induction treatment group (frequency of 50 Hz, magnetic induction of 5 mT, 60 min per day for 12 days), an induction-only group and a control group. Second, we observed cell phenotypes in a confocal microscope, tested gene expression through the use of reverse transcriptase-polymerase chain reaction, and detected postsynaptic currents by means of a cell patch-clamp. We analyzed the cell cycles and the portion of cells expressing neural cell markers with the use of flow cytometry. RESULTS: The results indicated that EMF can facilitate BMSC differentiation into neural cells, which expressed neuronal-specific markers and genes; they formed synaptic junctions and pulsed excitatory postsynaptic currents. At the same time, the G0-G1 phase ratio recorded by means of flow cytometry gradually decreased under the EMF treatment, whereas there was an increase of S-phase ratio, and the portion of cells expressing neuronal-specific markers increased. CONCLUSIONS: Given that a noninvasive treatment of 50-Hz EMF could significantly facilitate BMSC to differentiate into functional neurons, EMF appears to be a promising clinical option for stem cell transplantation therapies to combat central nervous system diseases.",In-vitro-study,8,0
2607,493,rayyan-1277757430,Psychogeriatrics,"Mirtazapine does not improve sleep disorders in Alzheimer's disease: results from a double-blind, placebo-controlled pilot study","AIM: The aim of this study was to test the efficacy and safety of mirtazapine in the treatment of sleep disorders in patients with Alzheimer's disease by means of a randomized, double-blind, placebo-controlled trial. Measurements were obtained for 7 days before intervention (baseline) and for 2 weeks after the onset of treatment. METHODS: Alzheimer's disease patients with sleep disorders (n = 24) received 15-mg mirtazapine (n = 8) or placebo (n = 16) once daily at 2100 hours for 2 weeks. Patients were evaluated with actigraphy and structured scales before and after intervention. Historical control was employed. RESULTS: Treatment with mirtazapine or placebo had no effect on cognitive and functional status as assessed by the Mini-Mental State Examination and the Katz scale, respectively. There were no differences between groups in the frequency or severity of the adverse events reported. Compared with the placebo group, mirtazapine users showed increased daytime sleepiness but no improvement in the duration or efficiency of nocturnal sleep after treatment. CONCLUSIONS: This study showed no significant therapeutic effects of 15-mg mirtazapine in community-dwelling Alzheimer's disease patients with sleep disorders. Instead, this study found evidence of worsening of daytime sleep patterns.",Human-RCT-drug-intervention,11,0
2608,494,rayyan-1277757501,J Psychiatr Res,"An assessor-blinded, randomized comparison of efficacy and tolerability of switching from olanzapine to ziprasidone and the combination of both in schizophrenia spectrum disorders","BACKGROUND: Ziprasidone (ZIP) is often used with olanzapine (OLZ) in 'switch' and combination therapy but empirical evidence to support these strategies is limited. OBJECTIVE: This study was therefore designed to compare the efficacy and tolerability of switching from OLZ to ZIP, the combination of both medications, and OLZ and ZIP monotherapy, in patients with schizophrenia spectrum disorders (SSD). METHODS: In this 12 week open-label, assessor-blinded randomized trial, 148 patients with SSD who had not used antipsychotics for at least 3 months were assigned to ZIP (n = 49) or OLZ monotherapy (n = 31); OLZ for 4 weeks then a switch to ZIP (OLZ/ZIP, n = 35); or combination therapy (OLZ + ZIP, n = 33). The severity of psychosis and abnormal involuntary movements was evaluated at baseline, 1, 2, 4, 8, and 12 weeks using standard instruments. Baseline-to-endpoint changes in weight gain and metabolic measures were compared. RESULTS: The efficacy of both OLZ/ZIP and OLZ + ZIP was comparable OLZ monotherapy and better than ZIP monotherapy in reducing overall psychotic and negative symptoms at most 8 and 12 week measurement points. Changes in weight gain, glucose, and lipid measures did not differ between OLZ/ZIP and OLZ + ZIP, but were markedly higher following OLZ monotherapy. The OLZ + ZIP group had the lowest overall incidence of adverse events and extrapyramidal symptoms of all the treatment regimens. CONCLUSIONS: We conclude that combining ZIP and OLZ at the outset of treatment is superior to switching from OLZ to ZIP in terms of improving psychotic symptoms and limiting movement side effects without increasing the risk of metabolic syndrome.",Human-RCT-drug-intervention,11,0
2609,495,rayyan-1277751842,Eur J Neurol,An efficacy and safety analysis of Exelon in Alzheimer's disease patients with concurrent vascular risk factors,"We evaluated the efficacy and safety of the centrally acting cholinesterase inhibitor, rivastigmine tartrate, for patients with mild to moderately severe Alzheimer's disease (AD) with or without concurrent vascular risk factors (VRF). Patients (45-90 years of age) were randomized to placebo (n = 235), low-dose rivastigmine (1-4 mg/day, n = 233), or high-dose rivastigmine (6-12 mg/day, n = 231) for 26 weeks. Efficacy measures included the Alzheimer's Disease Assessment Scale-Cognitive subscale (ADAS-Cog), the Clinician's Interview Based Impression of Change (CIBIC-Plus), the Progressive Deterioration Scale (PDS), the Global Deterioration Scale (GDS), and the Mini-Mental State Examination (MMSE). For efficacy and safety analysis, patients were categorized by baseline Modified Hachinski Ischemic Score (MHIS) for the determination of VRF (MHIS > 0: presence of VRF; MHIS = 0: absence of VRF). As early as 12 weeks, the mean change from the baseline ADAS-Cog score was significantly different for those patients treated with high-dose rivastigmine compared with placebo controls in both MHIS categories. However, the treatment difference between high-dose rivastigmine and placebo at each time-point was larger for patients with MHIS > 0. The proportion of responders was significantly greater in the high-dose rivastigmine group for each level of improvement. No differences were noted between treatment groups regarding safety evaluations. Rivastigmine is effective in both categories of patients, and those with VRF experience greater clinical benefit (cognition, activities of daily living, and disease severity).",Human-RCT-drug-intervention,11,0
2610,496,rayyan-1277759409,Neuropsychopharmacology,"The efficacy and safety of zolpidem and zopiclone to treat insomnia in Alzheimer's disease: a randomized, triple-blind, placebo-controlled trial","No prior studies have evaluated the efficacy and safety of zolpidem and zopiclone to treat insomnia of demented patients. This randomized, triple-blind, placebo-controlled clinical trial used these drugs to treat patients with probable, late onset Alzheimer's dementia (AD) (DSM V and NINCDS-ADRDA criteria) exhibiting insomnia (DSM V criteria and nocturnal NPI scores ≥ 2). Actigraphic records were performed for 7 days at baseline and for 14 days during the treatment period in 62 patients aged 80.5 years in average and randomized at a 1:1:1 ratio for administration of zolpidem 10 mg/day, zopiclone 7.5 mg/day or placebo. Primary endpoint was the main nocturnal sleep duration (MNSD), whereas secondary outcomes were the proportion of the night time slept, awake time after sleep onset (WASO), nocturnal awakenings, total daytime sleep time and daytime naps. Cognitive and functional domains were tested before and after drug/placebo use. Three participants under zopiclone use had intervention interrupted due to intense daytime sedation and worsened agitation with wandering. Zopiclone produced an 81 min increase in MNSD (95% confidence interval (CI): -0.8, 163.2), a 26 min reduction in WASO (95% CI: -56.2, 4.8) and a 2-episode decrease in awakening per night (95% CI: -4.0, 0.4) in average compared to placebo. Zolpidem yielded no significant difference in MNSD despite a significant 22 min reduction in WASO (95% CI: -52.5, 8.3) and a reduction of 1 awakening each night (95% CI: -3.4, 1.2) in relation to placebo. There was a 1-point reduction in mean performance in the symbols search test among zolpidem users (95% CI: -4.1, 1.5) and an almost eight-point reduction in average scores in the digit-symbol coding test among zopiclone users (95% CI: -21.7, 6.2). In summary, short-term use of zolpidem or zopiclone by older insomniacs with AD appears to be clinically helpful, even though safety and tolerance remain issues to be personalized in healthcare settings and further investigated in subsequent trials. This trial was registered in ClinicalTrials.gov Identifier: NCT03075241.",Human-RCT-drug-intervention,11,0
2611,497,rayyan-1277751711,J Neurol Neurosurg Psychiatry,Prevention of poststroke depression: 1 year randomised placebo controlled double blind trial of mianserin with 6 month follow up after therapy,"OBJECTIVES: (1) To test whether early prophylactic antidepressive treatment by mianserin is able to prevent poststroke depression, and (2) to discover whether mianserin as an antidepressant has any beneficial influence on the outcome of ischaemic stroke. METHODS: A randomised, double blind, placebo controlled study involved 100 consecutive patients under 71 years old admitted to hospital for an acute ischaemic stroke; they were enrolled to receive 60 mg/day mianserin or placebo for 1 year. They were examined on admission, and at 2, 6, 12, and 18 months with depression, stroke, and functional outcome scales. RESULTS: According to DSM-III-R, the prevalence of major depression was 6% at the initial stage, 11% at 1 year, and 16% at 18 months. At no time point did prevalences differ between the treatment groups, nor were differences found in depression scales, although at 2 months a greater improvement from initial assessment on the Hamilton depression scale was evident in patients on mianserin (p=0.05). Some beneficial changes on the Hamilton depression scale and Beck depression inventory were found in patients older than 56 (median age) and in men treated with mianserin, but not in other subgroups. Mianserin treatment did not affect stroke outcome as measured by neurological status, nor did it have any influence on functional outcome as measured by Rankin scale or Barthel index. CONCLUSION: It was not possible to show that early initiation of antidepressant therapy can prevent poststroke depression, because the prevalence of poststroke depression remained low even in patients on placebo. In this stroke population with a low rate of depressive patients, antidepressive medical treatment failed to affect stroke outcome.",Human-RCT-drug-intervention,11,0
2613,499,rayyan-1277759610,J Prev Alzheimers Dis,"Oral Tau Aggregation Inhibitor for Alzheimer's Disease: Design, Progress and Basis for Selection of the 16 mg/day Dose in a Phase 3, Randomized, Placebo-Controlled Trial of Hydromethylthionine Mesylate","BACKGROUND: Hydromethylthionine mesylate is a tau aggregation inhibitor shown to have exposure-dependent pharmacological activity on cognitive decline and brain atrophy in two completed Phase 3 trials in mild/moderate Alzheimer's disease (AD). OBJECTIVES: The present report summarises the basis for selection of 16 mg/day as monotherapy as the optimal treatment regime and the design rationale of a confirmatory Phase 3 trial (LUCIDITY). DESIGN: The trial comprises a 12-month double-blind, placebo-controlled phase followed by a 12-month modified delayed-start open-label treatment phase. SETTING: 76 clinical research sites in North America and Europe. PARTICIPANTS: 545 patients with probable AD or MCI-AD in the final version of the protocol. INTERVENTION: Participants were assigned randomly to receive hydromethylthione mesylate at doses of 16 mg/day, 8 mg/day or placebo at a 4:1:4 ratio during the double-blind phase. All participants in the open-label phase receive the 16 mg/day dose. MEASUREMENTS: Co-primary clinical outcomes are the 11-item Alzheimer's Disease Assessment Scale (ADAS-cog11) and the 23-item Alzheimer's Disease Cooperative Study - Activities of Daily Living (ADCS-ADL23). Secondary biomarker measures include whole-brain atrophy and temporal lobe 18F-fluorodeoxyglucose positron emission tomography. RESULTS: 446 participants are expected to complete the 12-month placebo-controlled phase in March 2022. CONCLUSIONS: If the primary end points are met, the data will provide confirmatory evidence of the clinical and biomarker benefits of hydromethylthionine mesylate in minimal to moderate AD. As low-dose oral hydromethylthionine mesylate is simple to use clinically, does not cause amyloid-related imaging abnormalities and has a benign safety profile, it would likely improve AD management.",Human-RCT-drug-intervention,11,0
2615,501,rayyan-1277750300,J Nerv Ment Dis,A double-blind study of tranylcypromine treatment of major anergic depression,"Fifty-nine anergically depressed patients were randomly assigned to 6 weeks of double-blind treatment with either tranylcypromine or placebo. Anergic major depression most typically occurs in primary bipolar and in pseudounipolar affective illnesses. We hypothesized that tranylcypromine would be a highly effective and rapid treatment for depressions of this type. Results of repeated measures analyses of variance showed superiority of active drug over placebo by the end of the first week, and this improvement increased in significance at each successive visit. Improvement on tranylcypromine after week 1 was greater than that on placebo after week 6. Analysis of covariance of week 6 scores (corrected for week 0 scores) showed significantly greater improvement for tranylcypromine patients on all measures of depressive symptomatology. Tranylcypromine is a rapid, relatively safe, and dramatically effective treatment for anergic depression. Since 24 of 29 of the bipolar subjects had previously failed to respond to tricyclics and since bipolar depression is usually anergic, tranylcypromine should be compared to imipramine to determine the antidepressant of choice for manic-depressive illness.",Human-RCT-drug-intervention,11,0
2616,502,rayyan-1277752802,Dement Geriatr Cogn Disord,A 12-month study of the efficacy of rivastigmine in patients with advanced moderate Alzheimer's disease,"The efficacy of a centrally active cholinesterase inhibitor, rivastigmine tartrate (ENA 713), in patients with advanced moderate Alzheimer's disease (AD) was evaluated in a 12-month placebo-controlled study. We aimed to investigate whether there was any evidence for the benefits of rivastigmine in patients with severe disease. These patients were compared with matched controls. In this study, 24 patients with advanced moderate AD received rivastigmine for 12 months. Another 20 patients received placebo. Mean daily doses of rivastigmine in the higher-dose group at 3, 6, 9, and 12 months were 6.1 +/- 1.0, 8.3 +/- 1.2, 8.9 +/- 1.3, and 10.7 +/- 1.6 mg/day, respectively. Cognitive abilities were assessed using the 11-item cognitive subscale of the Alzheimer Disease Assessment Scale (ADAS-cog). Forty-five percent of placebo-treated patients declined by at least 4 points on the ADAS-cog. Conversely, only 18.3% of patients treated with rivastigmine declined by 4 or more points. Functional disabilities, as assessed using the Disability Assessment for Dementia Scale, remained significantly superior in rivastigmine-treated patients compared with placebo-treated patients. Patients benefited from high-dose rivastigmine treatment on all outcome measures, including the Mini-Mental State Examination, Progressive Deterioration Scale, as well as the Global Deterioration Scale. Patients receiving rivastigmine for 12 months significantly improved compared with placebo-treated patients (p < 0.001). By 52 weeks, patients originally treated with 6-12 mg/day rivastigmine had a significantly better cognitive function than patients originally treated with placebo. Long-term rivastigmine treatment appeared to be well tolerated in patients with advanced moderate AD and significantly benefits the cognitive and functional symptoms of AD.",Human-RCT-drug-intervention,11,0
2618,504,rayyan-1277751865,J Neurol Sci,"The Scandinavian Multi-Infarct Dementia Trial: a double-blind, placebo-controlled trial on nimodipine in multi-infarct dementia","Vascular dementia is a major cause of mental and physical disability in Western countries. Treatment of vascular dementia is currently based on the recognition and control of vascular risk factors, while specific drugs have not been approved yet. The aim of the present multinational, double-blind, placebo-controlled study was to evaluate the safety and efficacy of nimodipine administered for as long as 26 weeks in improving cognition or slowing cognitive deterioration in patients defined as having multi-infarct dementia (DSM-III-R criteria). Two hundred and fifty-nine patients were included (128 nimodipine, 131 placebo), and 251 were available for the intention-to-treat analysis. No significant difference between drug-treated and placebo patients was noted on the Gottfries-Brâne-Steen scale score (primary efficacy criterion), the remaining neuropsychological tests (Zahlen-Verbindungs-Test, Fuld-Object-Memory Evaluation, Word Fluency Test, Digit Span, Mini-Mental State Examination), and the functional scales (index of Activity of Daily Living, Instrumental Activity of Daily Living, Rapid Disability Scale, Clinical Dementia Rating), although the majority of changes were in favor of the active drug group. A lower incidence of cerebrovascular and cardiac events was observed in the nimodipine-treated patients in comparison with the placebo group. This study failed to show a significant effect of nimodipine on cognitive, social or global assessments in patients defined as affected by multi-infarct dementia according to the DSM-III-R criteria. A post-hoc analysis (presented in an accompanying paper) suggests that nimodipine may have a favorable effect in the subgroup of patients defined as affected by subcortical (small vessel) vascular dementia.",Human-RCT-drug-intervention,11,0
2620,506,rayyan-1277756085,Am J Addict,"A randomized, double-blind, placebo-controlled trial of venlafaxine for the treatment of depressed cocaine-dependent patients","OBJECTIVE: This study tested the hypothesis that the antidepressant venlafaxine would be an effective treatment for cocaine abusers with concurrent depressive disorders. METHODS: This was a randomized, 12-week, double-blind, placebo-controlled trial of outpatients (N = 130) meeting DSM-IIIR criteria for cocaine dependence and major depression or dysthymia (by SCID interview). Participants were treated with venlafaxine, up to 300 mg/day versus placebo. All patients received weekly individual manual-guided relapse prevention therapy. Weekly outcome measures included Clinical Global Impression Scale (CGI), self-reported cocaine use, urine toxicology and the Hamilton Depression Scale (Ham-D). RESULTS: Mood response, defined as a 50% reduction in the Ham-D between randomization and end of study, was 41% (26/64) on venlafaxine, and 33% (22/66) on placebo (p = .39). Measures of depression (Ham-D and CGI) improved more rapidly on venlafaxine than placebo, but these differences disappeared by weeks 6-8. Cocaine outcomes did not differ between treatment groups, and the proportion of patients achieving three or more consecutive weeks of urine-confirmed abstinence was low (venlafaxine: 16%; placebo: 15%). Reduction in cocaine use was associated with mood response. CONCLUSIONS: Overall, venlafaxine was not superior to placebo on either mood or cocaine use outcomes. Mood improvement was associated with improvement in cocaine use. However, placebo mood response was only moderate, and the proportion of patients achieving sustained abstinence was low. This suggests that the subgroup of cocaine-dependent patients with depressive disorders is relatively treatment resistant, and that further research is needed to improve outcomes for these patients.",Human-RCT-drug-intervention,11,0
2622,508,rayyan-1270391116,Internet Interv,everyBody-Tailored online health promotion and eating disorder prevention for women: Study protocol of a dissemination trial,"BACKGROUND: Although there is extensive evidence for the efficacy of online eating disorder (ED) prevention programs in clinical trials, these programs have rarely been adopted beyond the trial phase and offered to a wider audience. As risk factors for eating disorders are partly associated with overweight and overweight in turn is correlated to disordered eating, this study will offer a combined eating disorder prevention program which also promotes a balanced lifestyle to normal weight and overweight individuals alike. The efficacy of the program has been proven in previous trials. The study aims to evaluate the dissemination of a combined eating disorder prevention and health promotion program (everyBody) to women of all age groups and varying levels of ED risk status in the general population. METHODS: A dissemination trial will be conducted in German-speaking countries, including 4160 women from the general population. Participants will be screened to exclude participants who are likely to have an ED. Eligible participants will be allocated to one of five program arms based on their BMI and respective ED symptoms. The guided program consists of 4 to 12 weeks of weekly sessions offering CBT-based exercises, psychoeducational material, self-monitoring, and group discussions. Outcomes will be assessed according to the RE-AIM model, including measures of effectiveness, reach, adoption, implementation, and maintenance of the program. DISCUSSION/CONCLUSIONS: This trial aims to disseminate a combined ED prevention and health promotion program in the general population, offering universal, selective and indicated prevention in one program. To our knowledge, it is the first trial to systematically evaluate dissemination efforts based on the RE-AIM model. This trial will be conducted as part of the EU-funded ICare (Integrating Technology into Mental Health Care Delivery in Europe) project.",Clinical-study-protocol,12,0
